,county,candidate,party,votes,race name,state
912,Riverside,Gloria Estela La Riva,P&F,305,Governor,CA
913,Riverside,Shubham Goel,NPP,85,Governor,CA
914,Riverside,"Hakan ""Hawk"" Mikado",NPP,124,Governor,CA
915,Riverside,Desmond Silveira,NPP,94,Governor,CA
916,Riverside,Jeffrey Edward Taylor,NPP,121,Governor,CA
917,Riverside,Johnny Wattenburg,NPP,94,Governor,CA
918,Sacramento,Akinyemi Agbede,DEM,375,Governor,CA
919,Sacramento,J. Bribiesca,DEM,288,Governor,CA
920,Sacramento,Thomas Jefferson Cares,DEM,211,Governor,CA
921,Sacramento,John Chiang,DEM,"16,683",Governor,CA
922,Sacramento,Delaine Eastin,DEM,"4,047",Governor,CA
923,Sacramento,Robert Davidson Griffis,DEM,351,Governor,CA
924,Sacramento,Albert Caesar Mezzetti,DEM,121,Governor,CA
925,Sacramento,Gavin Newsom,DEM,"37,933",Governor,CA
926,Sacramento,Amanda Renteria,DEM,"1,587",Governor,CA
927,Sacramento,Michael Shellenberger,DEM,671,Governor,CA
928,Sacramento,Klement Tinaj,DEM,95,Governor,CA
929,Sacramento,Antonio Villaraigosa,DEM,"12,281",Governor,CA
930,Sacramento,Travis Allen,REP,"13,845",Governor,CA
931,Sacramento,John H. Cox,REP,"31,421",Governor,CA
932,Sacramento,Yvonne Girard,REP,438,Governor,CA
933,Sacramento,Peter Y Liu,REP,186,Governor,CA
934,Sacramento,"Robert C. Newman, II",REP,590,Governor,CA
935,Sacramento,Christopher N. Carlson,GRN,156,Governor,CA
936,Sacramento,Josh Jones,GRN,235,Governor,CA
937,Sacramento,Zoltan Istvan,LIB,259,Governor,CA
938,Sacramento,Nickolas Wildstar,LIB,310,Governor,CA
939,Sacramento,Gloria Estela La Riva,P&F,411,Governor,CA
940,Sacramento,Shubham Goel,NPP,96,Governor,CA
941,Sacramento,"Hakan ""Hawk"" Mikado",NPP,94,Governor,CA
942,Sacramento,Desmond Silveira,NPP,82,Governor,CA
943,Sacramento,Jeffrey Edward Taylor,NPP,63,Governor,CA
944,Sacramento,Johnny Wattenburg,NPP,112,Governor,CA
945,San Benito,Akinyemi Agbede,DEM,5,Governor,CA
946,San Benito,J. Bribiesca,DEM,28,Governor,CA
947,San Benito,Thomas Jefferson Cares,DEM,14,Governor,CA
948,San Benito,John Chiang,DEM,289,Governor,CA
949,San Benito,Delaine Eastin,DEM,155,Governor,CA
950,San Benito,Robert Davidson Griffis,DEM,12,Governor,CA
951,San Benito,Albert Caesar Mezzetti,DEM,13,Governor,CA
952,San Benito,Gavin Newsom,DEM,"2,285",Governor,CA
953,San Benito,Amanda Renteria,DEM,92,Governor,CA
954,San Benito,Michael Shellenberger,DEM,20,Governor,CA
955,San Benito,Klement Tinaj,DEM,2,Governor,CA
956,San Benito,Antonio Villaraigosa,DEM,850,Governor,CA
957,San Benito,Travis Allen,REP,"1,044",Governor,CA
958,San Benito,John H. Cox,REP,"1,549",Governor,CA
959,San Benito,Yvonne Girard,REP,44,Governor,CA
960,San Benito,Peter Y Liu,REP,45,Governor,CA
961,San Benito,"Robert C. Newman, II",REP,33,Governor,CA
962,San Benito,Christopher N. Carlson,GRN,7,Governor,CA
963,San Benito,Josh Jones,GRN,9,Governor,CA
964,San Benito,Zoltan Istvan,LIB,10,Governor,CA
965,San Benito,Nickolas Wildstar,LIB,9,Governor,CA
966,San Benito,Gloria Estela La Riva,P&F,26,Governor,CA
967,San Benito,Shubham Goel,NPP,4,Governor,CA
968,San Benito,"Hakan ""Hawk"" Mikado",NPP,9,Governor,CA
969,San Benito,Desmond Silveira,NPP,3,Governor,CA
970,San Benito,Jeffrey Edward Taylor,NPP,5,Governor,CA
971,San Benito,Johnny Wattenburg,NPP,6,Governor,CA
972,San Bernardino,Akinyemi Agbede,DEM,215,Governor,CA
973,San Bernardino,J. Bribiesca,DEM,286,Governor,CA
974,San Bernardino,Thomas Jefferson Cares,DEM,175,Governor,CA
975,San Bernardino,John Chiang,DEM,"15,586",Governor,CA
976,San Bernardino,Delaine Eastin,DEM,"2,757",Governor,CA
977,San Bernardino,Robert Davidson Griffis,DEM,370,Governor,CA
978,San Bernardino,Albert Caesar Mezzetti,DEM,307,Governor,CA
979,San Bernardino,Gavin Newsom,DEM,"34,184",Governor,CA
980,San Bernardino,Amanda Renteria,DEM,"1,951",Governor,CA
981,San Bernardino,Michael Shellenberger,DEM,700,Governor,CA
982,San Bernardino,Klement Tinaj,DEM,82,Governor,CA
983,San Bernardino,Antonio Villaraigosa,DEM,"25,612",Governor,CA
984,San Bernardino,Travis Allen,REP,"24,989",Governor,CA
985,San Bernardino,John H. Cox,REP,"58,797",Governor,CA
986,San Bernardino,Yvonne Girard,REP,877,Governor,CA
987,San Bernardino,Peter Y Liu,REP,677,Governor,CA
988,San Bernardino,"Robert C. Newman, II",REP,"1,530",Governor,CA
989,San Bernardino,Christopher N. Carlson,GRN,155,Governor,CA
990,San Bernardino,Josh Jones,GRN,292,Governor,CA
991,San Bernardino,Zoltan Istvan,LIB,309,Governor,CA
992,San Bernardino,Nickolas Wildstar,LIB,225,Governor,CA
993,San Bernardino,Gloria Estela La Riva,P&F,381,Governor,CA
994,San Bernardino,Shubham Goel,NPP,72,Governor,CA
995,San Bernardino,"Hakan ""Hawk"" Mikado",NPP,152,Governor,CA
996,San Bernardino,Desmond Silveira,NPP,143,Governor,CA
997,San Bernardino,Jeffrey Edward Taylor,NPP,114,Governor,CA
998,San Bernardino,Johnny Wattenburg,NPP,84,Governor,CA
999,San Diego,Akinyemi Agbede,DEM,514,Governor,CA
1000,San Diego,J. Bribiesca,DEM,"1,253",Governor,CA
1001,San Diego,Thomas Jefferson Cares,DEM,439,Governor,CA
1002,San Diego,John Chiang,DEM,"37,067",Governor,CA
1003,San Diego,Delaine Eastin,DEM,"9,428",Governor,CA
1004,San Diego,Robert Davidson Griffis,DEM,617,Governor,CA
1005,San Diego,Albert Caesar Mezzetti,DEM,"1,246",Governor,CA
1006,San Diego,Gavin Newsom,DEM,"123,366",Governor,CA
1007,San Diego,Amanda Renteria,DEM,"6,592",Governor,CA
1008,San Diego,Michael Shellenberger,DEM,"1,819",Governor,CA
1009,San Diego,Klement Tinaj,DEM,669,Governor,CA
1010,San Diego,Antonio Villaraigosa,DEM,"40,528",Governor,CA
1011,San Diego,Travis Allen,REP,"30,212",Governor,CA
1012,San Diego,John H. Cox,REP,"136,086",Governor,CA
1013,San Diego,Yvonne Girard,REP,"1,509",Governor,CA
1014,San Diego,Peter Y Liu,REP,"1,698",Governor,CA
1015,San Diego,"Robert C. Newman, II",REP,"4,158",Governor,CA
1016,San Diego,Christopher N. Carlson,GRN,300,Governor,CA
1017,San Diego,Josh Jones,GRN,711,Governor,CA
1018,San Diego,Zoltan Istvan,LIB,867,Governor,CA
1019,San Diego,Nickolas Wildstar,LIB,631,Governor,CA
1020,San Diego,Gloria Estela La Riva,P&F,764,Governor,CA
1021,San Diego,Shubham Goel,NPP,118,Governor,CA
1022,San Diego,"Hakan ""Hawk"" Mikado",NPP,466,Governor,CA
1023,San Diego,Desmond Silveira,NPP,229,Governor,CA
1024,San Diego,Jeffrey Edward Taylor,NPP,193,Governor,CA
1025,San Diego,Johnny Wattenburg,NPP,259,Governor,CA
1026,San Francisco,Akinyemi Agbede,DEM,129,Governor,CA
1027,San Francisco,J. Bribiesca,DEM,182,Governor,CA
1028,San Francisco,Thomas Jefferson Cares,DEM,348,Governor,CA
1029,San Francisco,John Chiang,DEM,"12,803",Governor,CA
1030,San Francisco,Delaine Eastin,DEM,"15,921",Governor,CA
1031,San Francisco,Robert Davidson Griffis,DEM,83,Governor,CA
1032,San Francisco,Albert Caesar Mezzetti,DEM,240,Governor,CA
1033,San Francisco,Gavin Newsom,DEM,"86,416",Governor,CA
1034,San Francisco,Amanda Renteria,DEM,"1,808",Governor,CA
1035,San Francisco,Michael Shellenberger,DEM,354,Governor,CA
1036,San Francisco,Klement Tinaj,DEM,116,Governor,CA
1037,San Francisco,Antonio Villaraigosa,DEM,"13,433",Governor,CA
1038,San Francisco,Travis Allen,REP,"3,428",Governor,CA
1039,San Francisco,John H. Cox,REP,"10,715",Governor,CA
1040,San Francisco,Yvonne Girard,REP,123,Governor,CA
1041,San Francisco,Peter Y Liu,REP,380,Governor,CA
1042,San Francisco,"Robert C. Newman, II",REP,475,Governor,CA
1043,San Francisco,Christopher N. Carlson,GRN,201,Governor,CA
1044,San Francisco,Josh Jones,GRN,522,Governor,CA
1045,San Francisco,Zoltan Istvan,LIB,333,Governor,CA
1046,San Francisco,Nickolas Wildstar,LIB,170,Governor,CA
1047,San Francisco,Gloria Estela La Riva,P&F,507,Governor,CA
1048,San Francisco,Shubham Goel,NPP,23,Governor,CA
1049,San Francisco,"Hakan ""Hawk"" Mikado",NPP,122,Governor,CA
1050,San Francisco,Desmond Silveira,NPP,55,Governor,CA
1051,San Francisco,Jeffrey Edward Taylor,NPP,108,Governor,CA
1052,San Francisco,Johnny Wattenburg,NPP,42,Governor,CA
1053,San Joaquin,Akinyemi Agbede,DEM,101,Governor,CA
1054,San Joaquin,J. Bribiesca,DEM,134,Governor,CA
1055,San Joaquin,Thomas Jefferson Cares,DEM,145,Governor,CA
1056,San Joaquin,John Chiang,DEM,"5,041",Governor,CA
1057,San Joaquin,Delaine Eastin,DEM,"1,250",Governor,CA
1058,San Joaquin,Robert Davidson Griffis,DEM,56,Governor,CA
1059,San Joaquin,Albert Caesar Mezzetti,DEM,123,Governor,CA
1060,San Joaquin,Gavin Newsom,DEM,"15,641",Governor,CA
1061,San Joaquin,Amanda Renteria,DEM,757,Governor,CA
1062,San Joaquin,Michael Shellenberger,DEM,516,Governor,CA
1063,San Joaquin,Klement Tinaj,DEM,40,Governor,CA
1064,San Joaquin,Antonio Villaraigosa,DEM,"6,182",Governor,CA
1065,San Joaquin,Travis Allen,REP,"7,935",Governor,CA
1066,San Joaquin,John H. Cox,REP,"17,507",Governor,CA
1067,San Joaquin,Yvonne Girard,REP,188,Governor,CA
1068,San Joaquin,Peter Y Liu,REP,141,Governor,CA
1069,San Joaquin,"Robert C. Newman, II",REP,367,Governor,CA
1070,San Joaquin,Christopher N. Carlson,GRN,67,Governor,CA
1071,San Joaquin,Josh Jones,GRN,63,Governor,CA
1072,San Joaquin,Zoltan Istvan,LIB,106,Governor,CA
1073,San Joaquin,Nickolas Wildstar,LIB,96,Governor,CA
1074,San Joaquin,Gloria Estela La Riva,P&F,129,Governor,CA
1075,San Joaquin,Shubham Goel,NPP,39,Governor,CA
1076,San Joaquin,"Hakan ""Hawk"" Mikado",NPP,45,Governor,CA
1077,San Joaquin,Desmond Silveira,NPP,140,Governor,CA
1078,San Joaquin,Jeffrey Edward Taylor,NPP,35,Governor,CA
1079,San Joaquin,Johnny Wattenburg,NPP,60,Governor,CA
1080,San Luis Obispo,Akinyemi Agbede,DEM,115,Governor,CA
1081,San Luis Obispo,J. Bribiesca,DEM,61,Governor,CA
1082,San Luis Obispo,Thomas Jefferson Cares,DEM,54,Governor,CA
1083,San Luis Obispo,John Chiang,DEM,"3,909",Governor,CA
1084,San Luis Obispo,Delaine Eastin,DEM,"1,655",Governor,CA
1085,San Luis Obispo,Robert Davidson Griffis,DEM,53,Governor,CA
1086,San Luis Obispo,Albert Caesar Mezzetti,DEM,67,Governor,CA
1087,San Luis Obispo,Gavin Newsom,DEM,"18,671",Governor,CA
1088,San Luis Obispo,Amanda Renteria,DEM,700,Governor,CA
1089,San Luis Obispo,Michael Shellenberger,DEM,402,Governor,CA
1090,San Luis Obispo,Klement Tinaj,DEM,12,Governor,CA
1091,San Luis Obispo,Antonio Villaraigosa,DEM,"3,695",Governor,CA
1092,San Luis Obispo,Travis Allen,REP,"8,123",Governor,CA
1093,San Luis Obispo,John H. Cox,REP,"16,435",Governor,CA
1094,San Luis Obispo,Yvonne Girard,REP,169,Governor,CA
1095,San Luis Obispo,Peter Y Liu,REP,157,Governor,CA
1096,San Luis Obispo,"Robert C. Newman, II",REP,292,Governor,CA
1097,San Luis Obispo,Christopher N. Carlson,GRN,56,Governor,CA
1098,San Luis Obispo,Josh Jones,GRN,98,Governor,CA
1099,San Luis Obispo,Zoltan Istvan,LIB,139,Governor,CA
1100,San Luis Obispo,Nickolas Wildstar,LIB,101,Governor,CA
1101,San Luis Obispo,Gloria Estela La Riva,P&F,111,Governor,CA
1102,San Luis Obispo,Shubham Goel,NPP,28,Governor,CA
1103,San Luis Obispo,"Hakan ""Hawk"" Mikado",NPP,44,Governor,CA
1104,San Luis Obispo,Desmond Silveira,NPP,27,Governor,CA
1105,San Luis Obispo,Jeffrey Edward Taylor,NPP,18,Governor,CA
1106,San Luis Obispo,Johnny Wattenburg,NPP,56,Governor,CA
1107,San Mateo,Akinyemi Agbede,DEM,49,Governor,CA
1108,San Mateo,J. Bribiesca,DEM,148,Governor,CA
1109,San Mateo,Thomas Jefferson Cares,DEM,45,Governor,CA
1110,San Mateo,John Chiang,DEM,"4,161",Governor,CA
1111,San Mateo,Delaine Eastin,DEM,"1,930",Governor,CA
1112,San Mateo,Robert Davidson Griffis,DEM,76,Governor,CA
1113,San Mateo,Albert Caesar Mezzetti,DEM,251,Governor,CA
1114,San Mateo,Gavin Newsom,DEM,"40,956",Governor,CA
1115,San Mateo,Amanda Renteria,DEM,853,Governor,CA
1116,San Mateo,Michael Shellenberger,DEM,224,Governor,CA
1117,San Mateo,Klement Tinaj,DEM,108,Governor,CA
1118,San Mateo,Antonio Villaraigosa,DEM,"7,187",Governor,CA
1119,San Mateo,Travis Allen,REP,"4,199",Governor,CA
1120,San Mateo,John H. Cox,REP,"10,532",Governor,CA
1121,San Mateo,Yvonne Girard,REP,211,Governor,CA
1122,San Mateo,Peter Y Liu,REP,387,Governor,CA
1123,San Mateo,"Robert C. Newman, II",REP,690,Governor,CA
1124,San Mateo,Christopher N. Carlson,GRN,59,Governor,CA
1125,San Mateo,Josh Jones,GRN,138,Governor,CA
1126,San Mateo,Zoltan Istvan,LIB,146,Governor,CA
1127,San Mateo,Nickolas Wildstar,LIB,112,Governor,CA
1128,San Mateo,Gloria Estela La Riva,P&F,187,Governor,CA
1129,San Mateo,Shubham Goel,NPP,39,Governor,CA
1130,San Mateo,"Hakan ""Hawk"" Mikado",NPP,117,Governor,CA
1131,San Mateo,Desmond Silveira,NPP,43,Governor,CA
1132,San Mateo,Jeffrey Edward Taylor,NPP,79,Governor,CA
1133,San Mateo,Johnny Wattenburg,NPP,34,Governor,CA
1134,Santa Barbara,Akinyemi Agbede,DEM,205,Governor,CA
1135,Santa Barbara,J. Bribiesca,DEM,129,Governor,CA
1136,Santa Barbara,Thomas Jefferson Cares,DEM,75,Governor,CA
1137,Santa Barbara,John Chiang,DEM,"3,696",Governor,CA
1138,Santa Barbara,Delaine Eastin,DEM,"1,721",Governor,CA
1139,Santa Barbara,Robert Davidson Griffis,DEM,66,Governor,CA
1140,Santa Barbara,Albert Caesar Mezzetti,DEM,101,Governor,CA
1141,Santa Barbara,Gavin Newsom,DEM,"19,113",Governor,CA
1142,Santa Barbara,Amanda Renteria,DEM,889,Governor,CA
1143,Santa Barbara,Michael Shellenberger,DEM,456,Governor,CA
1144,Santa Barbara,Klement Tinaj,DEM,35,Governor,CA
1145,Santa Barbara,Antonio Villaraigosa,DEM,"6,680",Governor,CA
1146,Santa Barbara,Travis Allen,REP,"6,700",Governor,CA
1147,Santa Barbara,John H. Cox,REP,"15,268",Governor,CA
1148,Santa Barbara,Yvonne Girard,REP,196,Governor,CA
1149,Santa Barbara,Peter Y Liu,REP,109,Governor,CA
1150,Santa Barbara,"Robert C. Newman, II",REP,378,Governor,CA
1151,Santa Barbara,Christopher N. Carlson,GRN,75,Governor,CA
1152,Santa Barbara,Josh Jones,GRN,88,Governor,CA
1153,Santa Barbara,Zoltan Istvan,LIB,124,Governor,CA
1154,Santa Barbara,Nickolas Wildstar,LIB,107,Governor,CA
1155,Santa Barbara,Gloria Estela La Riva,P&F,105,Governor,CA
1156,Santa Barbara,Shubham Goel,NPP,23,Governor,CA
1157,Santa Barbara,"Hakan ""Hawk"" Mikado",NPP,42,Governor,CA
1158,Santa Barbara,Desmond Silveira,NPP,44,Governor,CA
1159,Santa Barbara,Jeffrey Edward Taylor,NPP,29,Governor,CA
1160,Santa Barbara,Johnny Wattenburg,NPP,77,Governor,CA
1161,Santa Clara,Akinyemi Agbede,DEM,275,Governor,CA
1162,Santa Clara,J. Bribiesca,DEM,"1,255",Governor,CA
1163,Santa Clara,Thomas Jefferson Cares,DEM,188,Governor,CA
1164,Santa Clara,John Chiang,DEM,"11,734",Governor,CA
1165,Santa Clara,Delaine Eastin,DEM,"4,824",Governor,CA
1166,Santa Clara,Robert Davidson Griffis,DEM,525,Governor,CA
1167,Santa Clara,Albert Caesar Mezzetti,DEM,573,Governor,CA
1168,Santa Clara,Gavin Newsom,DEM,"84,989",Governor,CA
1169,Santa Clara,Amanda Renteria,DEM,"2,150",Governor,CA
1170,Santa Clara,Michael Shellenberger,DEM,731,Governor,CA
1171,Santa Clara,Klement Tinaj,DEM,27,Governor,CA
1172,Santa Clara,Antonio Villaraigosa,DEM,"18,179",Governor,CA
1173,Santa Clara,Travis Allen,REP,"15,295",Governor,CA
1174,Santa Clara,John H. Cox,REP,"24,842",Governor,CA
1175,Santa Clara,Yvonne Girard,REP,819,Governor,CA
1176,Santa Clara,Peter Y Liu,REP,"1,605",Governor,CA
1177,Santa Clara,"Robert C. Newman, II",REP,"2,828",Governor,CA
1178,Santa Clara,Christopher N. Carlson,GRN,117,Governor,CA
1179,Santa Clara,Josh Jones,GRN,628,Governor,CA
1180,Santa Clara,Zoltan Istvan,LIB,474,Governor,CA
1181,Santa Clara,Nickolas Wildstar,LIB,448,Governor,CA
1182,Santa Clara,Gloria Estela La Riva,P&F,634,Governor,CA
1183,Santa Clara,Shubham Goel,NPP,308,Governor,CA
1184,Santa Clara,"Hakan ""Hawk"" Mikado",NPP,174,Governor,CA
1185,Santa Clara,Desmond Silveira,NPP,118,Governor,CA
1186,Santa Clara,Jeffrey Edward Taylor,NPP,65,Governor,CA
1187,Santa Clara,Johnny Wattenburg,NPP,117,Governor,CA
1188,Santa Cruz,Akinyemi Agbede,DEM,52,Governor,CA
1189,Santa Cruz,J. Bribiesca,DEM,290,Governor,CA
1190,Santa Cruz,Thomas Jefferson Cares,DEM,34,Governor,CA
1191,Santa Cruz,John Chiang,DEM,"1,632",Governor,CA
1192,Santa Cruz,Delaine Eastin,DEM,"1,912",Governor,CA
1193,Santa Cruz,Robert Davidson Griffis,DEM,81,Governor,CA
1194,Santa Cruz,Albert Caesar Mezzetti,DEM,48,Governor,CA
1195,Santa Cruz,Gavin Newsom,DEM,"19,476",Governor,CA
1196,Santa Cruz,Amanda Renteria,DEM,623,Governor,CA
1197,Santa Cruz,Michael Shellenberger,DEM,235,Governor,CA
1198,Santa Cruz,Klement Tinaj,DEM,20,Governor,CA
1199,Santa Cruz,Antonio Villaraigosa,DEM,"4,080",Governor,CA
1200,Santa Cruz,Travis Allen,REP,"2,617",Governor,CA
1201,Santa Cruz,John H. Cox,REP,"4,438",Governor,CA
1202,Santa Cruz,Yvonne Girard,REP,105,Governor,CA
1203,Santa Cruz,Peter Y Liu,REP,234,Governor,CA
1204,Santa Cruz,"Robert C. Newman, II",REP,185,Governor,CA
1205,Santa Cruz,Christopher N. Carlson,GRN,37,Governor,CA
1206,Santa Cruz,Josh Jones,GRN,140,Governor,CA
1207,Santa Cruz,Zoltan Istvan,LIB,102,Governor,CA
1208,Santa Cruz,Nickolas Wildstar,LIB,80,Governor,CA
1209,Santa Cruz,Gloria Estela La Riva,P&F,218,Governor,CA
1210,Santa Cruz,Shubham Goel,NPP,13,Governor,CA
1211,Santa Cruz,"Hakan ""Hawk"" Mikado",NPP,13,Governor,CA
1212,Santa Cruz,Desmond Silveira,NPP,33,Governor,CA
1213,Santa Cruz,Jeffrey Edward Taylor,NPP,21,Governor,CA
1214,Santa Cruz,Johnny Wattenburg,NPP,29,Governor,CA
1215,Shasta,Akinyemi Agbede,DEM,26,Governor,CA
1216,Shasta,J. Bribiesca,DEM,94,Governor,CA
1217,Shasta,Thomas Jefferson Cares,DEM,25,Governor,CA
1218,Shasta,John Chiang,DEM,918,Governor,CA
1219,Shasta,Delaine Eastin,DEM,506,Governor,CA
1220,Shasta,Robert Davidson Griffis,DEM,54,Governor,CA
1221,Shasta,Albert Caesar Mezzetti,DEM,34,Governor,CA
1222,Shasta,Gavin Newsom,DEM,"3,639",Governor,CA
1223,Shasta,Amanda Renteria,DEM,377,Governor,CA
1224,Shasta,Michael Shellenberger,DEM,151,Governor,CA
1225,Shasta,Klement Tinaj,DEM,12,Governor,CA
1226,Shasta,Antonio Villaraigosa,DEM,811,Governor,CA
1227,Shasta,Travis Allen,REP,"4,114",Governor,CA
1228,Shasta,John H. Cox,REP,"9,461",Governor,CA
1229,Shasta,Yvonne Girard,REP,149,Governor,CA
1230,Shasta,Peter Y Liu,REP,236,Governor,CA
1231,Shasta,"Robert C. Newman, II",REP,183,Governor,CA
1232,Shasta,Christopher N. Carlson,GRN,23,Governor,CA
1233,Shasta,Josh Jones,GRN,73,Governor,CA
1234,Shasta,Zoltan Istvan,LIB,46,Governor,CA
1235,Shasta,Nickolas Wildstar,LIB,48,Governor,CA
1236,Shasta,Gloria Estela La Riva,P&F,60,Governor,CA
1237,Shasta,Shubham Goel,NPP,5,Governor,CA
1238,Shasta,"Hakan ""Hawk"" Mikado",NPP,23,Governor,CA
1239,Shasta,Desmond Silveira,NPP,16,Governor,CA
1240,Shasta,Jeffrey Edward Taylor,NPP,18,Governor,CA
1241,Shasta,Johnny Wattenburg,NPP,36,Governor,CA
1242,Sierra,Akinyemi Agbede,DEM,2,Governor,CA
1243,Sierra,J. Bribiesca,DEM,6,Governor,CA
1244,Sierra,Thomas Jefferson Cares,DEM,2,Governor,CA
1245,Sierra,John Chiang,DEM,91,Governor,CA
1246,Sierra,Delaine Eastin,DEM,31,Governor,CA
1247,Sierra,Robert Davidson Griffis,DEM,0,Governor,CA
1248,Sierra,Albert Caesar Mezzetti,DEM,3,Governor,CA
1249,Sierra,Gavin Newsom,DEM,295,Governor,CA
1250,Sierra,Amanda Renteria,DEM,21,Governor,CA
1251,Sierra,Michael Shellenberger,DEM,6,Governor,CA
1252,Sierra,Klement Tinaj,DEM,0,Governor,CA
1253,Sierra,Antonio Villaraigosa,DEM,50,Governor,CA
1254,Sierra,Travis Allen,REP,239,Governor,CA
1255,Sierra,John H. Cox,REP,465,Governor,CA
1256,Sierra,Yvonne Girard,REP,19,Governor,CA
1257,Sierra,Peter Y Liu,REP,20,Governor,CA
1258,Sierra,"Robert C. Newman, II",REP,9,Governor,CA
1259,Sierra,Christopher N. Carlson,GRN,4,Governor,CA
1260,Sierra,Josh Jones,GRN,7,Governor,CA
1261,Sierra,Zoltan Istvan,LIB,6,Governor,CA
1262,Sierra,Nickolas Wildstar,LIB,11,Governor,CA
1263,Sierra,Gloria Estela La Riva,P&F,5,Governor,CA
1264,Sierra,Shubham Goel,NPP,0,Governor,CA
1265,Sierra,"Hakan ""Hawk"" Mikado",NPP,4,Governor,CA
1266,Sierra,Desmond Silveira,NPP,0,Governor,CA
1267,Sierra,Jeffrey Edward Taylor,NPP,0,Governor,CA
1268,Sierra,Johnny Wattenburg,NPP,2,Governor,CA
1269,Siskiyou,Akinyemi Agbede,DEM,7,Governor,CA
1270,Siskiyou,J. Bribiesca,DEM,67,Governor,CA
1271,Siskiyou,Thomas Jefferson Cares,DEM,14,Governor,CA
1272,Siskiyou,John Chiang,DEM,387,Governor,CA
1273,Siskiyou,Delaine Eastin,DEM,318,Governor,CA
1274,Siskiyou,Robert Davidson Griffis,DEM,22,Governor,CA
1275,Siskiyou,Albert Caesar Mezzetti,DEM,10,Governor,CA
1276,Siskiyou,Gavin Newsom,DEM,"1,646",Governor,CA
1277,Siskiyou,Amanda Renteria,DEM,189,Governor,CA
1278,Siskiyou,Michael Shellenberger,DEM,68,Governor,CA
1279,Siskiyou,Klement Tinaj,DEM,2,Governor,CA
1280,Siskiyou,Antonio Villaraigosa,DEM,252,Governor,CA
1281,Siskiyou,Travis Allen,REP,"1,381",Governor,CA
1282,Siskiyou,John H. Cox,REP,"2,505",Governor,CA
1283,Siskiyou,Yvonne Girard,REP,77,Governor,CA
1284,Siskiyou,Peter Y Liu,REP,96,Governor,CA
1285,Siskiyou,"Robert C. Newman, II",REP,56,Governor,CA
1286,Siskiyou,Christopher N. Carlson,GRN,16,Governor,CA
1287,Siskiyou,Josh Jones,GRN,60,Governor,CA
1288,Siskiyou,Zoltan Istvan,LIB,28,Governor,CA
1289,Siskiyou,Nickolas Wildstar,LIB,18,Governor,CA
1290,Siskiyou,Gloria Estela La Riva,P&F,40,Governor,CA
1291,Siskiyou,Shubham Goel,NPP,0,Governor,CA
1292,Siskiyou,"Hakan ""Hawk"" Mikado",NPP,7,Governor,CA
1293,Siskiyou,Desmond Silveira,NPP,11,Governor,CA
1294,Siskiyou,Jeffrey Edward Taylor,NPP,6,Governor,CA
1295,Siskiyou,Johnny Wattenburg,NPP,21,Governor,CA
1296,Solano,Akinyemi Agbede,DEM,74,Governor,CA
1297,Solano,J. Bribiesca,DEM,100,Governor,CA
1298,Solano,Thomas Jefferson Cares,DEM,106,Governor,CA
1299,Solano,John Chiang,DEM,"4,385",Governor,CA
1300,Solano,Delaine Eastin,DEM,"1,800",Governor,CA
1301,Solano,Robert Davidson Griffis,DEM,56,Governor,CA
1302,Solano,Albert Caesar Mezzetti,DEM,59,Governor,CA
1303,Solano,Gavin Newsom,DEM,"27,442",Governor,CA
1304,Solano,Amanda Renteria,DEM,762,Governor,CA
1305,Solano,Michael Shellenberger,DEM,414,Governor,CA
1306,Solano,Klement Tinaj,DEM,27,Governor,CA
1307,Solano,Antonio Villaraigosa,DEM,"5,684",Governor,CA
1308,Solano,Travis Allen,REP,"7,353",Governor,CA
1309,Solano,John H. Cox,REP,"15,523",Governor,CA
1310,Solano,Yvonne Girard,REP,203,Governor,CA
1311,Solano,Peter Y Liu,REP,187,Governor,CA
1312,Solano,"Robert C. Newman, II",REP,381,Governor,CA
1313,Solano,Christopher N. Carlson,GRN,84,Governor,CA
1314,Solano,Josh Jones,GRN,137,Governor,CA
1315,Solano,Zoltan Istvan,LIB,121,Governor,CA
1316,Solano,Nickolas Wildstar,LIB,87,Governor,CA
1317,Solano,Gloria Estela La Riva,P&F,141,Governor,CA
1318,Solano,Shubham Goel,NPP,10,Governor,CA
1319,Solano,"Hakan ""Hawk"" Mikado",NPP,42,Governor,CA
1320,Solano,Desmond Silveira,NPP,56,Governor,CA
1321,Solano,Jeffrey Edward Taylor,NPP,37,Governor,CA
1322,Solano,Johnny Wattenburg,NPP,68,Governor,CA
1323,Sonoma,Akinyemi Agbede,DEM,152,Governor,CA
1324,Sonoma,J. Bribiesca,DEM,215,Governor,CA
1325,Sonoma,Thomas Jefferson Cares,DEM,42,Governor,CA
1326,Sonoma,John Chiang,DEM,"3,083",Governor,CA
1327,Sonoma,Delaine Eastin,DEM,"2,291",Governor,CA
1328,Sonoma,Robert Davidson Griffis,DEM,85,Governor,CA
1329,Sonoma,Albert Caesar Mezzetti,DEM,113,Governor,CA
1330,Sonoma,Gavin Newsom,DEM,"38,126",Governor,CA
1331,Sonoma,Amanda Renteria,DEM,786,Governor,CA
1332,Sonoma,Michael Shellenberger,DEM,359,Governor,CA
1333,Sonoma,Klement Tinaj,DEM,20,Governor,CA
1334,Sonoma,Antonio Villaraigosa,DEM,"6,035",Governor,CA
1335,Sonoma,Travis Allen,REP,"3,754",Governor,CA
1336,Sonoma,John H. Cox,REP,"11,929",Governor,CA
