county,candidate,party,votes,state,race name
Imperial,Donnie O. Turner,DEM,89,CA,U.S. Senate
Imperial,Arun K. Bhumitra,REP,414,CA,U.S. Senate
Imperial,James P Bradley,REP,738,CA,U.S. Senate
Imperial,"John ""Jack"" Crew",REP,149,CA,U.S. Senate
Imperial,Erin Cruz,REP,586,CA,U.S. Senate
Imperial,"Roque ""Rocky"" De La Fuente",REP,767,CA,U.S. Senate
Imperial,Jerry Joseph Laws,REP,80,CA,U.S. Senate
Imperial,Patrick Little,REP,188,CA,U.S. Senate
Imperial,Kevin Mottus,REP,191,CA,U.S. Senate
Imperial,Mario Nabliba,REP,127,CA,U.S. Senate
Imperial,Tom Palzer,REP,270,CA,U.S. Senate
Imperial,Paul A Taylor,REP,538,CA,U.S. Senate
Imperial,Derrick Michael Reid,LIB,59,CA,U.S. Senate
Imperial,John Thompson Parker,P&F,43,CA,U.S. Senate
Imperial,Colleen Shea Fernald,NPP,18,CA,U.S. Senate
Imperial,Rash Bihari Ghosh,NPP,25,CA,U.S. Senate
Imperial,Tim Gildersleeve,NPP,29,CA,U.S. Senate
Imperial,Michael Fahmy Girgis,NPP,10,CA,U.S. Senate
Imperial,Don J. Grundmann,NPP,17,CA,U.S. Senate
Imperial,Jason M. Hanania,NPP,41,CA,U.S. Senate
Imperial,David Moore,NPP,148,CA,U.S. Senate
Imperial,Lee Olson,NPP,67,CA,U.S. Senate
Imperial,Ling Ling Shi,NPP,45,CA,U.S. Senate
Inyo,Kevin De Leon,DEM,274,CA,U.S. Senate
Inyo,Adrienne Nicole Edwards,DEM,24,CA,U.S. Senate
Inyo,Dianne Feinstein,DEM,"1,022",CA,U.S. Senate
Inyo,Pat Harris,DEM,64,CA,U.S. Senate
Inyo,Alison Hartson,DEM,71,CA,U.S. Senate
Inyo,David Hildebrand,DEM,76,CA,U.S. Senate
Inyo,Herbert G. Peters,DEM,20,CA,U.S. Senate
Inyo,Douglas Howard Pierce,DEM,22,CA,U.S. Senate
Inyo,Gerald Plummer,DEM,20,CA,U.S. Senate
Inyo,Donnie O. Turner,DEM,19,CA,U.S. Senate
Inyo,Arun K. Bhumitra,REP,38,CA,U.S. Senate
Inyo,James P Bradley,REP,419,CA,U.S. Senate
Inyo,"John ""Jack"" Crew",REP,121,CA,U.S. Senate
Inyo,Erin Cruz,REP,197,CA,U.S. Senate
Inyo,"Roque ""Rocky"" De La Fuente",REP,183,CA,U.S. Senate
Inyo,Jerry Joseph Laws,REP,80,CA,U.S. Senate
Inyo,Patrick Little,REP,38,CA,U.S. Senate
Inyo,Kevin Mottus,REP,118,CA,U.S. Senate
Inyo,Mario Nabliba,REP,38,CA,U.S. Senate
Inyo,Tom Palzer,REP,146,CA,U.S. Senate
Inyo,Paul A Taylor,REP,312,CA,U.S. Senate
Inyo,Derrick Michael Reid,LIB,51,CA,U.S. Senate
Inyo,John Thompson Parker,P&F,15,CA,U.S. Senate
Inyo,Colleen Shea Fernald,NPP,11,CA,U.S. Senate
Inyo,Rash Bihari Ghosh,NPP,9,CA,U.S. Senate
Inyo,Tim Gildersleeve,NPP,4,CA,U.S. Senate
Inyo,Michael Fahmy Girgis,NPP,3,CA,U.S. Senate
Inyo,Don J. Grundmann,NPP,16,CA,U.S. Senate
Inyo,Jason M. Hanania,NPP,10,CA,U.S. Senate
Inyo,David Moore,NPP,27,CA,U.S. Senate
Inyo,Lee Olson,NPP,30,CA,U.S. Senate
Inyo,Ling Ling Shi,NPP,7,CA,U.S. Senate
Kern,Kevin De Leon,DEM,"4,526",CA,U.S. Senate
Kern,Adrienne Nicole Edwards,DEM,444,CA,U.S. Senate
Kern,Dianne Feinstein,DEM,"17,984",CA,U.S. Senate
Kern,Pat Harris,DEM,911,CA,U.S. Senate
Kern,Alison Hartson,DEM,"1,006",CA,U.S. Senate
Kern,David Hildebrand,DEM,278,CA,U.S. Senate
Kern,Herbert G. Peters,DEM,407,CA,U.S. Senate
Kern,Douglas Howard Pierce,DEM,725,CA,U.S. Senate
Kern,Gerald Plummer,DEM,377,CA,U.S. Senate
Kern,Donnie O. Turner,DEM,497,CA,U.S. Senate
Kern,Arun K. Bhumitra,REP,"8,063",CA,U.S. Senate
Kern,James P Bradley,REP,"11,829",CA,U.S. Senate
Kern,"John ""Jack"" Crew",REP,"1,806",CA,U.S. Senate
Kern,Erin Cruz,REP,"4,303",CA,U.S. Senate
Kern,"Roque ""Rocky"" De La Fuente",REP,"1,822",CA,U.S. Senate
Kern,Jerry Joseph Laws,REP,"1,543",CA,U.S. Senate
Kern,Patrick Little,REP,"1,433",CA,U.S. Senate
Kern,Kevin Mottus,REP,"1,408",CA,U.S. Senate
Kern,Mario Nabliba,REP,806,CA,U.S. Senate
Kern,Tom Palzer,REP,"7,479",CA,U.S. Senate
Kern,Paul A Taylor,REP,"4,751",CA,U.S. Senate
Kern,Derrick Michael Reid,LIB,716,CA,U.S. Senate
Kern,John Thompson Parker,P&F,278,CA,U.S. Senate
Kern,Colleen Shea Fernald,NPP,194,CA,U.S. Senate
Kern,Rash Bihari Ghosh,NPP,123,CA,U.S. Senate
Kern,Tim Gildersleeve,NPP,136,CA,U.S. Senate
Kern,Michael Fahmy Girgis,NPP,46,CA,U.S. Senate
Kern,Don J. Grundmann,NPP,279,CA,U.S. Senate
Kern,Jason M. Hanania,NPP,206,CA,U.S. Senate
Kern,David Moore,NPP,434,CA,U.S. Senate
Kern,Lee Olson,NPP,346,CA,U.S. Senate
Kern,Ling Ling Shi,NPP,100,CA,U.S. Senate
Kings,Kevin De Leon,DEM,722,CA,U.S. Senate
Kings,Adrienne Nicole Edwards,DEM,52,CA,U.S. Senate
Kings,Dianne Feinstein,DEM,"2,909",CA,U.S. Senate
Kings,Pat Harris,DEM,120,CA,U.S. Senate
Kings,Alison Hartson,DEM,148,CA,U.S. Senate
Kings,David Hildebrand,DEM,53,CA,U.S. Senate
Kings,Herbert G. Peters,DEM,79,CA,U.S. Senate
Kings,Douglas Howard Pierce,DEM,174,CA,U.S. Senate
Kings,Gerald Plummer,DEM,268,CA,U.S. Senate
Kings,Donnie O. Turner,DEM,45,CA,U.S. Senate
Kings,Arun K. Bhumitra,REP,"1,277",CA,U.S. Senate
Kings,James P Bradley,REP,"1,910",CA,U.S. Senate
Kings,"John ""Jack"" Crew",REP,382,CA,U.S. Senate
Kings,Erin Cruz,REP,801,CA,U.S. Senate
Kings,"Roque ""Rocky"" De La Fuente",REP,226,CA,U.S. Senate
Kings,Jerry Joseph Laws,REP,213,CA,U.S. Senate
Kings,Patrick Little,REP,204,CA,U.S. Senate
Kings,Kevin Mottus,REP,273,CA,U.S. Senate
Kings,Mario Nabliba,REP,457,CA,U.S. Senate
Kings,Tom Palzer,REP,903,CA,U.S. Senate
Kings,Paul A Taylor,REP,802,CA,U.S. Senate
Kings,Derrick Michael Reid,LIB,89,CA,U.S. Senate
Kings,John Thompson Parker,P&F,44,CA,U.S. Senate
Kings,Colleen Shea Fernald,NPP,21,CA,U.S. Senate
Kings,Rash Bihari Ghosh,NPP,11,CA,U.S. Senate
Kings,Tim Gildersleeve,NPP,27,CA,U.S. Senate
Kings,Michael Fahmy Girgis,NPP,2,CA,U.S. Senate
Kings,Don J. Grundmann,NPP,53,CA,U.S. Senate
Kings,Jason M. Hanania,NPP,24,CA,U.S. Senate
Kings,David Moore,NPP,62,CA,U.S. Senate
Kings,Lee Olson,NPP,25,CA,U.S. Senate
Kings,Ling Ling Shi,NPP,27,CA,U.S. Senate
Lake,Kevin De Leon,DEM,515,CA,U.S. Senate
Lake,Adrienne Nicole Edwards,DEM,60,CA,U.S. Senate
Lake,Dianne Feinstein,DEM,"2,687",CA,U.S. Senate
Lake,Pat Harris,DEM,100,CA,U.S. Senate
Lake,Alison Hartson,DEM,180,CA,U.S. Senate
Lake,David Hildebrand,DEM,33,CA,U.S. Senate
Lake,Herbert G. Peters,DEM,100,CA,U.S. Senate
Lake,Douglas Howard Pierce,DEM,130,CA,U.S. Senate
Lake,Gerald Plummer,DEM,111,CA,U.S. Senate
Lake,Donnie O. Turner,DEM,45,CA,U.S. Senate
Lake,Arun K. Bhumitra,REP,410,CA,U.S. Senate
Lake,James P Bradley,REP,770,CA,U.S. Senate
Lake,"John ""Jack"" Crew",REP,141,CA,U.S. Senate
Lake,Erin Cruz,REP,266,CA,U.S. Senate
Lake,"Roque ""Rocky"" De La Fuente",REP,91,CA,U.S. Senate
Lake,Jerry Joseph Laws,REP,137,CA,U.S. Senate
Lake,Patrick Little,REP,77,CA,U.S. Senate
Lake,Kevin Mottus,REP,101,CA,U.S. Senate
Lake,Mario Nabliba,REP,31,CA,U.S. Senate
Lake,Tom Palzer,REP,310,CA,U.S. Senate
Lake,Paul A Taylor,REP,273,CA,U.S. Senate
Lake,Derrick Michael Reid,LIB,79,CA,U.S. Senate
Lake,John Thompson Parker,P&F,52,CA,U.S. Senate
Lake,Colleen Shea Fernald,NPP,24,CA,U.S. Senate
Lake,Rash Bihari Ghosh,NPP,15,CA,U.S. Senate
Lake,Tim Gildersleeve,NPP,20,CA,U.S. Senate
Lake,Michael Fahmy Girgis,NPP,2,CA,U.S. Senate
Lake,Don J. Grundmann,NPP,27,CA,U.S. Senate
Lake,Jason M. Hanania,NPP,24,CA,U.S. Senate
Lake,David Moore,NPP,33,CA,U.S. Senate
Lake,Lee Olson,NPP,17,CA,U.S. Senate
Lake,Ling Ling Shi,NPP,12,CA,U.S. Senate
Lassen,Kevin De Leon,DEM,140,CA,U.S. Senate
Lassen,Adrienne Nicole Edwards,DEM,17,CA,U.S. Senate
Lassen,Dianne Feinstein,DEM,502,CA,U.S. Senate
Lassen,Pat Harris,DEM,23,CA,U.S. Senate
Lassen,Alison Hartson,DEM,44,CA,U.S. Senate
Lassen,David Hildebrand,DEM,4,CA,U.S. Senate
Lassen,Herbert G. Peters,DEM,23,CA,U.S. Senate
Lassen,Douglas Howard Pierce,DEM,32,CA,U.S. Senate
Lassen,Gerald Plummer,DEM,23,CA,U.S. Senate
Lassen,Donnie O. Turner,DEM,34,CA,U.S. Senate
Lassen,Arun K. Bhumitra,REP,182,CA,U.S. Senate
Lassen,James P Bradley,REP,488,CA,U.S. Senate
Lassen,"John ""Jack"" Crew",REP,172,CA,U.S. Senate
Lassen,Erin Cruz,REP,255,CA,U.S. Senate
Lassen,"Roque ""Rocky"" De La Fuente",REP,131,CA,U.S. Senate
Lassen,Jerry Joseph Laws,REP,77,CA,U.S. Senate
Lassen,Patrick Little,REP,59,CA,U.S. Senate
Lassen,Kevin Mottus,REP,54,CA,U.S. Senate
Lassen,Mario Nabliba,REP,36,CA,U.S. Senate
Lassen,Tom Palzer,REP,194,CA,U.S. Senate
Lassen,Paul A Taylor,REP,399,CA,U.S. Senate
Lassen,Derrick Michael Reid,LIB,31,CA,U.S. Senate
Lassen,John Thompson Parker,P&F,0,CA,U.S. Senate
Lassen,Colleen Shea Fernald,NPP,8,CA,U.S. Senate
Lassen,Rash Bihari Ghosh,NPP,4,CA,U.S. Senate
Lassen,Tim Gildersleeve,NPP,12,CA,U.S. Senate
Lassen,Michael Fahmy Girgis,NPP,0,CA,U.S. Senate
Lassen,Don J. Grundmann,NPP,27,CA,U.S. Senate
Lassen,Jason M. Hanania,NPP,12,CA,U.S. Senate
Lassen,David Moore,NPP,17,CA,U.S. Senate
Lassen,Lee Olson,NPP,13,CA,U.S. Senate
Lassen,Ling Ling Shi,NPP,0,CA,U.S. Senate
Los Angeles,Kevin De Leon,DEM,"137,108",CA,U.S. Senate
Los Angeles,Adrienne Nicole Edwards,DEM,"7,105",CA,U.S. Senate
Los Angeles,Dianne Feinstein,DEM,"428,698",CA,U.S. Senate
Los Angeles,Pat Harris,DEM,"21,428",CA,U.S. Senate
Los Angeles,Alison Hartson,DEM,"14,443",CA,U.S. Senate
Los Angeles,David Hildebrand,DEM,"3,929",CA,U.S. Senate
Los Angeles,Herbert G. Peters,DEM,"3,402",CA,U.S. Senate
Los Angeles,Douglas Howard Pierce,DEM,"6,085",CA,U.S. Senate
Los Angeles,Gerald Plummer,DEM,"2,426",CA,U.S. Senate
Los Angeles,Donnie O. Turner,DEM,"4,178",CA,U.S. Senate
Los Angeles,Arun K. Bhumitra,REP,"46,118",CA,U.S. Senate
Los Angeles,James P Bradley,REP,"50,483",CA,U.S. Senate
Los Angeles,"John ""Jack"" Crew",REP,"7,540",CA,U.S. Senate
Los Angeles,Erin Cruz,REP,"19,809",CA,U.S. Senate
Los Angeles,"Roque ""Rocky"" De La Fuente",REP,"17,046",CA,U.S. Senate
Los Angeles,Jerry Joseph Laws,REP,"5,179",CA,U.S. Senate
Los Angeles,Patrick Little,REP,"9,156",CA,U.S. Senate
Los Angeles,Kevin Mottus,REP,"6,638",CA,U.S. Senate
Los Angeles,Mario Nabliba,REP,"5,998",CA,U.S. Senate
Los Angeles,Tom Palzer,REP,"19,221",CA,U.S. Senate
Los Angeles,Paul A Taylor,REP,"35,402",CA,U.S. Senate
Los Angeles,Derrick Michael Reid,LIB,"5,761",CA,U.S. Senate
Los Angeles,John Thompson Parker,P&F,"2,705",CA,U.S. Senate
Los Angeles,Colleen Shea Fernald,NPP,"1,888",CA,U.S. Senate
Los Angeles,Rash Bihari Ghosh,NPP,"1,442",CA,U.S. Senate
Los Angeles,Tim Gildersleeve,NPP,647,CA,U.S. Senate
Los Angeles,Michael Fahmy Girgis,NPP,521,CA,U.S. Senate
Los Angeles,Don J. Grundmann,NPP,"1,223",CA,U.S. Senate
Los Angeles,Jason M. Hanania,NPP,"1,752",CA,U.S. Senate
Los Angeles,David Moore,NPP,"3,288",CA,U.S. Senate
Los Angeles,Lee Olson,NPP,"2,789",CA,U.S. Senate
Los Angeles,Ling Ling Shi,NPP,"4,214",CA,U.S. Senate
Madera,Kevin De Leon,DEM,957,CA,U.S. Senate
Madera,Adrienne Nicole Edwards,DEM,144,CA,U.S. Senate
Madera,Dianne Feinstein,DEM,"4,408",CA,U.S. Senate
Madera,Pat Harris,DEM,234,CA,U.S. Senate
Madera,Alison Hartson,DEM,300,CA,U.S. Senate
Madera,David Hildebrand,DEM,47,CA,U.S. Senate
Madera,Herbert G. Peters,DEM,356,CA,U.S. Senate
Madera,Douglas Howard Pierce,DEM,89,CA,U.S. Senate
Madera,Gerald Plummer,DEM,27,CA,U.S. Senate
Madera,Donnie O. Turner,DEM,103,CA,U.S. Senate
Madera,Arun K. Bhumitra,REP,"1,037",CA,U.S. Senate
Madera,James P Bradley,REP,"3,872",CA,U.S. Senate
Madera,"John ""Jack"" Crew",REP,410,CA,U.S. Senate
Madera,Erin Cruz,REP,"1,239",CA,U.S. Senate
Madera,"Roque ""Rocky"" De La Fuente",REP,392,CA,U.S. Senate
Madera,Jerry Joseph Laws,REP,380,CA,U.S. Senate
Madera,Patrick Little,REP,270,CA,U.S. Senate
Madera,Kevin Mottus,REP,433,CA,U.S. Senate
Madera,Mario Nabliba,REP,99,CA,U.S. Senate
Madera,Tom Palzer,REP,449,CA,U.S. Senate
Madera,Paul A Taylor,REP,"1,272",CA,U.S. Senate
Madera,Derrick Michael Reid,LIB,157,CA,U.S. Senate
Madera,John Thompson Parker,P&F,52,CA,U.S. Senate
Madera,Colleen Shea Fernald,NPP,36,CA,U.S. Senate
Madera,Rash Bihari Ghosh,NPP,40,CA,U.S. Senate
Madera,Tim Gildersleeve,NPP,44,CA,U.S. Senate
Madera,Michael Fahmy Girgis,NPP,7,CA,U.S. Senate
Madera,Don J. Grundmann,NPP,74,CA,U.S. Senate
Madera,Jason M. Hanania,NPP,39,CA,U.S. Senate
Madera,David Moore,NPP,85,CA,U.S. Senate
Madera,Lee Olson,NPP,63,CA,U.S. Senate
Madera,Ling Ling Shi,NPP,34,CA,U.S. Senate
Marin,Kevin De Leon,DEM,"4,318",CA,U.S. Senate
Marin,Adrienne Nicole Edwards,DEM,258,CA,U.S. Senate
Marin,Dianne Feinstein,DEM,"24,986",CA,U.S. Senate
Marin,Pat Harris,DEM,565,CA,U.S. Senate
Marin,Alison Hartson,DEM,704,CA,U.S. Senate
Marin,David Hildebrand,DEM,94,CA,U.S. Senate
Marin,Herbert G. Peters,DEM,87,CA,U.S. Senate
Marin,Douglas Howard Pierce,DEM,76,CA,U.S. Senate
Marin,Gerald Plummer,DEM,33,CA,U.S. Senate
Marin,Donnie O. Turner,DEM,126,CA,U.S. Senate
Marin,Arun K. Bhumitra,REP,763,CA,U.S. Senate
Marin,James P Bradley,REP,"1,651",CA,U.S. Senate
Marin,"John ""Jack"" Crew",REP,347,CA,U.S. Senate
Marin,Erin Cruz,REP,658,CA,U.S. Senate
Marin,"Roque ""Rocky"" De La Fuente",REP,413,CA,U.S. Senate
Marin,Jerry Joseph Laws,REP,124,CA,U.S. Senate
Marin,Patrick Little,REP,197,CA,U.S. Senate
Marin,Kevin Mottus,REP,215,CA,U.S. Senate
Marin,Mario Nabliba,REP,136,CA,U.S. Senate
Marin,Tom Palzer,REP,331,CA,U.S. Senate
Marin,Paul A Taylor,REP,991,CA,U.S. Senate
Marin,Derrick Michael Reid,LIB,282,CA,U.S. Senate
Marin,John Thompson Parker,P&F,92,CA,U.S. Senate
Marin,Colleen Shea Fernald,NPP,54,CA,U.S. Senate
Marin,Rash Bihari Ghosh,NPP,67,CA,U.S. Senate
Marin,Tim Gildersleeve,NPP,25,CA,U.S. Senate
Marin,Michael Fahmy Girgis,NPP,20,CA,U.S. Senate
Marin,Don J. Grundmann,NPP,35,CA,U.S. Senate
Marin,Jason M. Hanania,NPP,75,CA,U.S. Senate
Marin,David Moore,NPP,68,CA,U.S. Senate
Marin,Lee Olson,NPP,74,CA,U.S. Senate
Marin,Ling Ling Shi,NPP,40,CA,U.S. Senate
Mariposa,Kevin De Leon,DEM,296,CA,U.S. Senate
Mariposa,Adrienne Nicole Edwards,DEM,27,CA,U.S. Senate
Mariposa,Dianne Feinstein,DEM,"1,286",CA,U.S. Senate
Mariposa,Pat Harris,DEM,55,CA,U.S. Senate
Mariposa,Alison Hartson,DEM,118,CA,U.S. Senate
Mariposa,David Hildebrand,DEM,11,CA,U.S. Senate
Mariposa,Herbert G. Peters,DEM,58,CA,U.S. Senate
Mariposa,Douglas Howard Pierce,DEM,20,CA,U.S. Senate
Mariposa,Gerald Plummer,DEM,2,CA,U.S. Senate
Mariposa,Donnie O. Turner,DEM,26,CA,U.S. Senate
Mariposa,Arun K. Bhumitra,REP,385,CA,U.S. Senate
Mariposa,James P Bradley,REP,811,CA,U.S. Senate
Mariposa,"John ""Jack"" Crew",REP,139,CA,U.S. Senate
Mariposa,Erin Cruz,REP,322,CA,U.S. Senate
Mariposa,"Roque ""Rocky"" De La Fuente",REP,100,CA,U.S. Senate
Mariposa,Jerry Joseph Laws,REP,135,CA,U.S. Senate
Mariposa,Patrick Little,REP,93,CA,U.S. Senate
Mariposa,Kevin Mottus,REP,106,CA,U.S. Senate
Mariposa,Mario Nabliba,REP,20,CA,U.S. Senate
Mariposa,Tom Palzer,REP,99,CA,U.S. Senate
Mariposa,Paul A Taylor,REP,309,CA,U.S. Senate
Mariposa,Derrick Michael Reid,LIB,58,CA,U.S. Senate
Mariposa,John Thompson Parker,P&F,20,CA,U.S. Senate
Mariposa,Colleen Shea Fernald,NPP,22,CA,U.S. Senate
Mariposa,Rash Bihari Ghosh,NPP,3,CA,U.S. Senate
Mariposa,Tim Gildersleeve,NPP,16,CA,U.S. Senate
Mariposa,Michael Fahmy Girgis,NPP,0,CA,U.S. Senate
Mariposa,Don J. Grundmann,NPP,24,CA,U.S. Senate
Mariposa,Jason M. Hanania,NPP,8,CA,U.S. Senate
Mariposa,David Moore,NPP,14,CA,U.S. Senate
Mariposa,Lee Olson,NPP,23,CA,U.S. Senate
Mariposa,Ling Ling Shi,NPP,7,CA,U.S. Senate
Mendocino,Kevin De Leon,DEM,"1,030",CA,U.S. Senate
Mendocino,Adrienne Nicole Edwards,DEM,108,CA,U.S. Senate
Mendocino,Dianne Feinstein,DEM,"4,107",CA,U.S. Senate
Mendocino,Pat Harris,DEM,283,CA,U.S. Senate
Mendocino,Alison Hartson,DEM,298,CA,U.S. Senate
Mendocino,David Hildebrand,DEM,48,CA,U.S. Senate
Mendocino,Herbert G. Peters,DEM,49,CA,U.S. Senate
Mendocino,Douglas Howard Pierce,DEM,102,CA,U.S. Senate
Mendocino,Gerald Plummer,DEM,26,CA,U.S. Senate
Mendocino,Donnie O. Turner,DEM,80,CA,U.S. Senate
Mendocino,Arun K. Bhumitra,REP,151,CA,U.S. Senate
Mendocino,James P Bradley,REP,640,CA,U.S. Senate
Mendocino,"John ""Jack"" Crew",REP,154,CA,U.S. Senate
Mendocino,Erin Cruz,REP,316,CA,U.S. Senate
Mendocino,"Roque ""Rocky"" De La Fuente",REP,97,CA,U.S. Senate
Mendocino,Jerry Joseph Laws,REP,99,CA,U.S. Senate
Mendocino,Patrick Little,REP,97,CA,U.S. Senate
Mendocino,Kevin Mottus,REP,81,CA,U.S. Senate
Mendocino,Mario Nabliba,REP,53,CA,U.S. Senate
Mendocino,Tom Palzer,REP,371,CA,U.S. Senate
Mendocino,Paul A Taylor,REP,390,CA,U.S. Senate
Mendocino,Derrick Michael Reid,LIB,95,CA,U.S. Senate
Mendocino,John Thompson Parker,P&F,68,CA,U.S. Senate
Mendocino,Colleen Shea Fernald,NPP,22,CA,U.S. Senate
Mendocino,Rash Bihari Ghosh,NPP,36,CA,U.S. Senate
Mendocino,Tim Gildersleeve,NPP,16,CA,U.S. Senate
Mendocino,Michael Fahmy Girgis,NPP,2,CA,U.S. Senate
Mendocino,Don J. Grundmann,NPP,20,CA,U.S. Senate
Mendocino,Jason M. Hanania,NPP,12,CA,U.S. Senate
Mendocino,David Moore,NPP,29,CA,U.S. Senate
Mendocino,Lee Olson,NPP,35,CA,U.S. Senate
Mendocino,Ling Ling Shi,NPP,8,CA,U.S. Senate
Merced,Kevin De Leon,DEM,"1,391",CA,U.S. Senate
Merced,Adrienne Nicole Edwards,DEM,165,CA,U.S. Senate
Merced,Dianne Feinstein,DEM,"5,239",CA,U.S. Senate
Merced,Pat Harris,DEM,517,CA,U.S. Senate
Merced,Alison Hartson,DEM,372,CA,U.S. Senate
Merced,David Hildebrand,DEM,109,CA,U.S. Senate
Merced,Herbert G. Peters,DEM,50,CA,U.S. Senate
Merced,Douglas Howard Pierce,DEM,97,CA,U.S. Senate
Merced,Gerald Plummer,DEM,47,CA,U.S. Senate
Merced,Donnie O. Turner,DEM,282,CA,U.S. Senate
Merced,Arun K. Bhumitra,REP,943,CA,U.S. Senate
Merced,James P Bradley,REP,"1,315",CA,U.S. Senate
Merced,"John ""Jack"" Crew",REP,383,CA,U.S. Senate
Merced,Erin Cruz,REP,889,CA,U.S. Senate
Merced,"Roque ""Rocky"" De La Fuente",REP,400,CA,U.S. Senate
Merced,Jerry Joseph Laws,REP,168,CA,U.S. Senate
Merced,Patrick Little,REP,215,CA,U.S. Senate
Merced,Kevin Mottus,REP,433,CA,U.S. Senate
Merced,Mario Nabliba,REP,114,CA,U.S. Senate
Merced,Tom Palzer,REP,538,CA,U.S. Senate
Merced,Paul A Taylor,REP,"2,455",CA,U.S. Senate
Merced,Derrick Michael Reid,LIB,165,CA,U.S. Senate
Merced,John Thompson Parker,P&F,69,CA,U.S. Senate
Merced,Colleen Shea Fernald,NPP,54,CA,U.S. Senate
Merced,Rash Bihari Ghosh,NPP,20,CA,U.S. Senate
Merced,Tim Gildersleeve,NPP,43,CA,U.S. Senate
Merced,Michael Fahmy Girgis,NPP,6,CA,U.S. Senate
Merced,Don J. Grundmann,NPP,53,CA,U.S. Senate
Merced,Jason M. Hanania,NPP,46,CA,U.S. Senate
Merced,David Moore,NPP,97,CA,U.S. Senate
Merced,Lee Olson,NPP,71,CA,U.S. Senate
Merced,Ling Ling Shi,NPP,62,CA,U.S. Senate
Modoc,Kevin De Leon,DEM,94,CA,U.S. Senate
Modoc,Adrienne Nicole Edwards,DEM,8,CA,U.S. Senate
Modoc,Dianne Feinstein,DEM,319,CA,U.S. Senate
Modoc,Pat Harris,DEM,30,CA,U.S. Senate
Modoc,Alison Hartson,DEM,57,CA,U.S. Senate
Modoc,David Hildebrand,DEM,11,CA,U.S. Senate
Modoc,Herbert G. Peters,DEM,8,CA,U.S. Senate
Modoc,Douglas Howard Pierce,DEM,17,CA,U.S. Senate
Modoc,Gerald Plummer,DEM,18,CA,U.S. Senate
Modoc,Donnie O. Turner,DEM,15,CA,U.S. Senate
Modoc,Arun K. Bhumitra,REP,34,CA,U.S. Senate
Modoc,James P Bradley,REP,304,CA,U.S. Senate
Modoc,"John ""Jack"" Crew",REP,107,CA,U.S. Senate
Modoc,Erin Cruz,REP,260,CA,U.S. Senate
Modoc,"Roque ""Rocky"" De La Fuente",REP,71,CA,U.S. Senate
Modoc,Jerry Joseph Laws,REP,70,CA,U.S. Senate
Modoc,Patrick Little,REP,39,CA,U.S. Senate
Modoc,Kevin Mottus,REP,53,CA,U.S. Senate
Modoc,Mario Nabliba,REP,21,CA,U.S. Senate
Modoc,Tom Palzer,REP,140,CA,U.S. Senate
Modoc,Paul A Taylor,REP,286,CA,U.S. Senate
Modoc,Derrick Michael Reid,LIB,25,CA,U.S. Senate
Modoc,John Thompson Parker,P&F,3,CA,U.S. Senate
Modoc,Colleen Shea Fernald,NPP,4,CA,U.S. Senate
Modoc,Rash Bihari Ghosh,NPP,4,CA,U.S. Senate
Modoc,Tim Gildersleeve,NPP,8,CA,U.S. Senate
Modoc,Michael Fahmy Girgis,NPP,0,CA,U.S. Senate
Modoc,Don J. Grundmann,NPP,9,CA,U.S. Senate
Modoc,Jason M. Hanania,NPP,6,CA,U.S. Senate
Modoc,David Moore,NPP,9,CA,U.S. Senate
Modoc,Lee Olson,NPP,6,CA,U.S. Senate
Modoc,Ling Ling Shi,NPP,2,CA,U.S. Senate
Mono,Kevin De Leon,DEM,241,CA,U.S. Senate
Mono,Adrienne Nicole Edwards,DEM,25,CA,U.S. Senate
Mono,Dianne Feinstein,DEM,"1,143",CA,U.S. Senate
Mono,Pat Harris,DEM,48,CA,U.S. Senate
Mono,Alison Hartson,DEM,74,CA,U.S. Senate
Mono,David Hildebrand,DEM,13,CA,U.S. Senate
Mono,Herbert G. Peters,DEM,42,CA,U.S. Senate
Mono,Douglas Howard Pierce,DEM,8,CA,U.S. Senate
Mono,Gerald Plummer,DEM,3,CA,U.S. Senate
Mono,Donnie O. Turner,DEM,17,CA,U.S. Senate
Mono,Arun K. Bhumitra,REP,37,CA,U.S. Senate
Mono,James P Bradley,REP,377,CA,U.S. Senate
Mono,"John ""Jack"" Crew",REP,49,CA,U.S. Senate
Mono,Erin Cruz,REP,147,CA,U.S. Senate
Mono,"Roque ""Rocky"" De La Fuente",REP,41,CA,U.S. Senate
Mono,Jerry Joseph Laws,REP,48,CA,U.S. Senate
Mono,Patrick Little,REP,30,CA,U.S. Senate
Mono,Kevin Mottus,REP,53,CA,U.S. Senate
Mono,Mario Nabliba,REP,12,CA,U.S. Senate
Mono,Tom Palzer,REP,43,CA,U.S. Senate
Mono,Paul A Taylor,REP,213,CA,U.S. Senate
Mono,Derrick Michael Reid,LIB,32,CA,U.S. Senate
Mono,John Thompson Parker,P&F,5,CA,U.S. Senate
Mono,Colleen Shea Fernald,NPP,3,CA,U.S. Senate
Mono,Rash Bihari Ghosh,NPP,10,CA,U.S. Senate
Mono,Tim Gildersleeve,NPP,8,CA,U.S. Senate
Mono,Michael Fahmy Girgis,NPP,0,CA,U.S. Senate
Mono,Don J. Grundmann,NPP,7,CA,U.S. Senate
Mono,Jason M. Hanania,NPP,11,CA,U.S. Senate
Mono,David Moore,NPP,12,CA,U.S. Senate
Mono,Lee Olson,NPP,9,CA,U.S. Senate
