county,candidate,party,votes,state,race name
San Luis Obispo,Herbert G. Peters,DEM,218,CA,U.S. Senate
San Luis Obispo,Douglas Howard Pierce,DEM,440,CA,U.S. Senate
San Luis Obispo,Gerald Plummer,DEM,111,CA,U.S. Senate
San Luis Obispo,Donnie O. Turner,DEM,194,CA,U.S. Senate
San Luis Obispo,Arun K. Bhumitra,REP,"5,714",CA,U.S. Senate
San Luis Obispo,James P Bradley,REP,"5,972",CA,U.S. Senate
San Luis Obispo,"John ""Jack"" Crew",REP,719,CA,U.S. Senate
San Luis Obispo,Erin Cruz,REP,"2,609",CA,U.S. Senate
San Luis Obispo,"Roque ""Rocky"" De La Fuente",REP,951,CA,U.S. Senate
San Luis Obispo,Jerry Joseph Laws,REP,748,CA,U.S. Senate
San Luis Obispo,Patrick Little,REP,499,CA,U.S. Senate
San Luis Obispo,Kevin Mottus,REP,665,CA,U.S. Senate
San Luis Obispo,Mario Nabliba,REP,268,CA,U.S. Senate
San Luis Obispo,Tom Palzer,REP,"1,718",CA,U.S. Senate
San Luis Obispo,Paul A Taylor,REP,"2,593",CA,U.S. Senate
San Luis Obispo,Derrick Michael Reid,LIB,560,CA,U.S. Senate
San Luis Obispo,John Thompson Parker,P&F,210,CA,U.S. Senate
San Luis Obispo,Colleen Shea Fernald,NPP,125,CA,U.S. Senate
San Luis Obispo,Rash Bihari Ghosh,NPP,76,CA,U.S. Senate
San Luis Obispo,Tim Gildersleeve,NPP,76,CA,U.S. Senate
San Luis Obispo,Michael Fahmy Girgis,NPP,10,CA,U.S. Senate
San Luis Obispo,Don J. Grundmann,NPP,148,CA,U.S. Senate
San Luis Obispo,Jason M. Hanania,NPP,162,CA,U.S. Senate
San Luis Obispo,David Moore,NPP,139,CA,U.S. Senate
San Luis Obispo,Lee Olson,NPP,142,CA,U.S. Senate
San Luis Obispo,Ling Ling Shi,NPP,59,CA,U.S. Senate
San Mateo,Kevin De Leon,DEM,"9,145",CA,U.S. Senate
San Mateo,Adrienne Nicole Edwards,DEM,497,CA,U.S. Senate
San Mateo,Dianne Feinstein,DEM,"38,570",CA,U.S. Senate
San Mateo,Pat Harris,DEM,"2,292",CA,U.S. Senate
San Mateo,Alison Hartson,DEM,"2,085",CA,U.S. Senate
San Mateo,David Hildebrand,DEM,454,CA,U.S. Senate
San Mateo,Herbert G. Peters,DEM,165,CA,U.S. Senate
San Mateo,Douglas Howard Pierce,DEM,258,CA,U.S. Senate
San Mateo,Gerald Plummer,DEM,139,CA,U.S. Senate
San Mateo,Donnie O. Turner,DEM,762,CA,U.S. Senate
San Mateo,Arun K. Bhumitra,REP,"2,211",CA,U.S. Senate
San Mateo,James P Bradley,REP,"3,589",CA,U.S. Senate
San Mateo,"John ""Jack"" Crew",REP,392,CA,U.S. Senate
San Mateo,Erin Cruz,REP,"1,193",CA,U.S. Senate
San Mateo,"Roque ""Rocky"" De La Fuente",REP,"1,709",CA,U.S. Senate
San Mateo,Jerry Joseph Laws,REP,369,CA,U.S. Senate
San Mateo,Patrick Little,REP,368,CA,U.S. Senate
San Mateo,Kevin Mottus,REP,"1,037",CA,U.S. Senate
San Mateo,Mario Nabliba,REP,587,CA,U.S. Senate
San Mateo,Tom Palzer,REP,"1,009",CA,U.S. Senate
San Mateo,Paul A Taylor,REP,"1,680",CA,U.S. Senate
San Mateo,Derrick Michael Reid,LIB,508,CA,U.S. Senate
San Mateo,John Thompson Parker,P&F,205,CA,U.S. Senate
San Mateo,Colleen Shea Fernald,NPP,130,CA,U.S. Senate
San Mateo,Rash Bihari Ghosh,NPP,113,CA,U.S. Senate
San Mateo,Tim Gildersleeve,NPP,40,CA,U.S. Senate
San Mateo,Michael Fahmy Girgis,NPP,23,CA,U.S. Senate
San Mateo,Don J. Grundmann,NPP,112,CA,U.S. Senate
San Mateo,Jason M. Hanania,NPP,288,CA,U.S. Senate
San Mateo,David Moore,NPP,309,CA,U.S. Senate
San Mateo,Lee Olson,NPP,326,CA,U.S. Senate
San Mateo,Ling Ling Shi,NPP,299,CA,U.S. Senate
Santa Barbara,Kevin De Leon,DEM,"4,581",CA,U.S. Senate
Santa Barbara,Adrienne Nicole Edwards,DEM,372,CA,U.S. Senate
Santa Barbara,Dianne Feinstein,DEM,"24,943",CA,U.S. Senate
Santa Barbara,Pat Harris,DEM,709,CA,U.S. Senate
Santa Barbara,Alison Hartson,DEM,984,CA,U.S. Senate
Santa Barbara,David Hildebrand,DEM,156,CA,U.S. Senate
Santa Barbara,Herbert G. Peters,DEM,482,CA,U.S. Senate
Santa Barbara,Douglas Howard Pierce,DEM,423,CA,U.S. Senate
Santa Barbara,Gerald Plummer,DEM,79,CA,U.S. Senate
Santa Barbara,Donnie O. Turner,DEM,232,CA,U.S. Senate
Santa Barbara,Arun K. Bhumitra,REP,"4,396",CA,U.S. Senate
Santa Barbara,James P Bradley,REP,"7,019",CA,U.S. Senate
Santa Barbara,"John ""Jack"" Crew",REP,681,CA,U.S. Senate
Santa Barbara,Erin Cruz,REP,"1,996",CA,U.S. Senate
Santa Barbara,"Roque ""Rocky"" De La Fuente",REP,825,CA,U.S. Senate
Santa Barbara,Jerry Joseph Laws,REP,571,CA,U.S. Senate
Santa Barbara,Patrick Little,REP,502,CA,U.S. Senate
Santa Barbara,Kevin Mottus,REP,649,CA,U.S. Senate
Santa Barbara,Mario Nabliba,REP,260,CA,U.S. Senate
Santa Barbara,Tom Palzer,REP,970,CA,U.S. Senate
Santa Barbara,Paul A Taylor,REP,"2,291",CA,U.S. Senate
Santa Barbara,Derrick Michael Reid,LIB,545,CA,U.S. Senate
Santa Barbara,John Thompson Parker,P&F,123,CA,U.S. Senate
Santa Barbara,Colleen Shea Fernald,NPP,118,CA,U.S. Senate
Santa Barbara,Rash Bihari Ghosh,NPP,88,CA,U.S. Senate
Santa Barbara,Tim Gildersleeve,NPP,35,CA,U.S. Senate
Santa Barbara,Michael Fahmy Girgis,NPP,17,CA,U.S. Senate
Santa Barbara,Don J. Grundmann,NPP,124,CA,U.S. Senate
Santa Barbara,Jason M. Hanania,NPP,140,CA,U.S. Senate
Santa Barbara,David Moore,NPP,142,CA,U.S. Senate
Santa Barbara,Lee Olson,NPP,147,CA,U.S. Senate
Santa Barbara,Ling Ling Shi,NPP,67,CA,U.S. Senate
Santa Clara,Kevin De Leon,DEM,"26,282",CA,U.S. Senate
Santa Clara,Adrienne Nicole Edwards,DEM,782,CA,U.S. Senate
Santa Clara,Dianne Feinstein,DEM,"81,465",CA,U.S. Senate
Santa Clara,Pat Harris,DEM,"1,931",CA,U.S. Senate
Santa Clara,Alison Hartson,DEM,"5,125",CA,U.S. Senate
Santa Clara,David Hildebrand,DEM,"1,517",CA,U.S. Senate
Santa Clara,Herbert G. Peters,DEM,"1,033",CA,U.S. Senate
Santa Clara,Douglas Howard Pierce,DEM,"1,553",CA,U.S. Senate
Santa Clara,Gerald Plummer,DEM,"1,177",CA,U.S. Senate
Santa Clara,Donnie O. Turner,DEM,241,CA,U.S. Senate
Santa Clara,Arun K. Bhumitra,REP,"3,656",CA,U.S. Senate
Santa Clara,James P Bradley,REP,"11,493",CA,U.S. Senate
Santa Clara,"John ""Jack"" Crew",REP,885,CA,U.S. Senate
Santa Clara,Erin Cruz,REP,"4,456",CA,U.S. Senate
Santa Clara,"Roque ""Rocky"" De La Fuente",REP,"3,761",CA,U.S. Senate
Santa Clara,Jerry Joseph Laws,REP,"1,017",CA,U.S. Senate
Santa Clara,Patrick Little,REP,"1,702",CA,U.S. Senate
Santa Clara,Kevin Mottus,REP,"3,965",CA,U.S. Senate
Santa Clara,Mario Nabliba,REP,"1,793",CA,U.S. Senate
Santa Clara,Tom Palzer,REP,"3,953",CA,U.S. Senate
Santa Clara,Paul A Taylor,REP,"3,525",CA,U.S. Senate
Santa Clara,Derrick Michael Reid,LIB,"1,474",CA,U.S. Senate
Santa Clara,John Thompson Parker,P&F,715,CA,U.S. Senate
Santa Clara,Colleen Shea Fernald,NPP,164,CA,U.S. Senate
Santa Clara,Rash Bihari Ghosh,NPP,249,CA,U.S. Senate
Santa Clara,Tim Gildersleeve,NPP,237,CA,U.S. Senate
Santa Clara,Michael Fahmy Girgis,NPP,48,CA,U.S. Senate
Santa Clara,Don J. Grundmann,NPP,307,CA,U.S. Senate
Santa Clara,Jason M. Hanania,NPP,698,CA,U.S. Senate
Santa Clara,David Moore,NPP,927,CA,U.S. Senate
Santa Clara,Lee Olson,NPP,827,CA,U.S. Senate
Santa Clara,Ling Ling Shi,NPP,"1,041",CA,U.S. Senate
Santa Cruz,Kevin De Leon,DEM,"6,711",CA,U.S. Senate
Santa Cruz,Adrienne Nicole Edwards,DEM,275,CA,U.S. Senate
Santa Cruz,Dianne Feinstein,DEM,"18,823",CA,U.S. Senate
Santa Cruz,Pat Harris,DEM,654,CA,U.S. Senate
Santa Cruz,Alison Hartson,DEM,"1,050",CA,U.S. Senate
Santa Cruz,David Hildebrand,DEM,154,CA,U.S. Senate
Santa Cruz,Herbert G. Peters,DEM,139,CA,U.S. Senate
Santa Cruz,Douglas Howard Pierce,DEM,200,CA,U.S. Senate
Santa Cruz,Gerald Plummer,DEM,151,CA,U.S. Senate
Santa Cruz,Donnie O. Turner,DEM,102,CA,U.S. Senate
Santa Cruz,Arun K. Bhumitra,REP,243,CA,U.S. Senate
Santa Cruz,James P Bradley,REP,"1,703",CA,U.S. Senate
Santa Cruz,"John ""Jack"" Crew",REP,276,CA,U.S. Senate
Santa Cruz,Erin Cruz,REP,810,CA,U.S. Senate
Santa Cruz,"Roque ""Rocky"" De La Fuente",REP,316,CA,U.S. Senate
Santa Cruz,Jerry Joseph Laws,REP,218,CA,U.S. Senate
Santa Cruz,Patrick Little,REP,257,CA,U.S. Senate
Santa Cruz,Kevin Mottus,REP,749,CA,U.S. Senate
Santa Cruz,Mario Nabliba,REP,246,CA,U.S. Senate
Santa Cruz,Tom Palzer,REP,518,CA,U.S. Senate
Santa Cruz,Paul A Taylor,REP,"1,279",CA,U.S. Senate
Santa Cruz,Derrick Michael Reid,LIB,288,CA,U.S. Senate
Santa Cruz,John Thompson Parker,P&F,177,CA,U.S. Senate
Santa Cruz,Colleen Shea Fernald,NPP,47,CA,U.S. Senate
Santa Cruz,Rash Bihari Ghosh,NPP,66,CA,U.S. Senate
Santa Cruz,Tim Gildersleeve,NPP,50,CA,U.S. Senate
Santa Cruz,Michael Fahmy Girgis,NPP,7,CA,U.S. Senate
Santa Cruz,Don J. Grundmann,NPP,61,CA,U.S. Senate
Santa Cruz,Jason M. Hanania,NPP,78,CA,U.S. Senate
Santa Cruz,David Moore,NPP,151,CA,U.S. Senate
Santa Cruz,Lee Olson,NPP,67,CA,U.S. Senate
Santa Cruz,Ling Ling Shi,NPP,32,CA,U.S. Senate
Shasta,Kevin De Leon,DEM,890,CA,U.S. Senate
Shasta,Adrienne Nicole Edwards,DEM,143,CA,U.S. Senate
Shasta,Dianne Feinstein,DEM,"4,646",CA,U.S. Senate
Shasta,Pat Harris,DEM,230,CA,U.S. Senate
Shasta,Alison Hartson,DEM,412,CA,U.S. Senate
Shasta,David Hildebrand,DEM,75,CA,U.S. Senate
Shasta,Herbert G. Peters,DEM,84,CA,U.S. Senate
Shasta,Douglas Howard Pierce,DEM,140,CA,U.S. Senate
Shasta,Gerald Plummer,DEM,178,CA,U.S. Senate
Shasta,Donnie O. Turner,DEM,124,CA,U.S. Senate
Shasta,Arun K. Bhumitra,REP,"2,051",CA,U.S. Senate
Shasta,James P Bradley,REP,"2,861",CA,U.S. Senate
Shasta,"John ""Jack"" Crew",REP,559,CA,U.S. Senate
Shasta,Erin Cruz,REP,"1,830",CA,U.S. Senate
Shasta,"Roque ""Rocky"" De La Fuente",REP,608,CA,U.S. Senate
Shasta,Jerry Joseph Laws,REP,524,CA,U.S. Senate
Shasta,Patrick Little,REP,355,CA,U.S. Senate
Shasta,Kevin Mottus,REP,425,CA,U.S. Senate
Shasta,Mario Nabliba,REP,149,CA,U.S. Senate
Shasta,Tom Palzer,REP,"1,601",CA,U.S. Senate
Shasta,Paul A Taylor,REP,"1,890",CA,U.S. Senate
Shasta,Derrick Michael Reid,LIB,217,CA,U.S. Senate
Shasta,John Thompson Parker,P&F,92,CA,U.S. Senate
Shasta,Colleen Shea Fernald,NPP,73,CA,U.S. Senate
Shasta,Rash Bihari Ghosh,NPP,34,CA,U.S. Senate
Shasta,Tim Gildersleeve,NPP,54,CA,U.S. Senate
Shasta,Michael Fahmy Girgis,NPP,5,CA,U.S. Senate
Shasta,Don J. Grundmann,NPP,80,CA,U.S. Senate
Shasta,Jason M. Hanania,NPP,73,CA,U.S. Senate
Shasta,David Moore,NPP,82,CA,U.S. Senate
Shasta,Lee Olson,NPP,67,CA,U.S. Senate
Shasta,Ling Ling Shi,NPP,25,CA,U.S. Senate
Sierra,Kevin De Leon,DEM,89,CA,U.S. Senate
Sierra,Adrienne Nicole Edwards,DEM,9,CA,U.S. Senate
Sierra,Dianne Feinstein,DEM,324,CA,U.S. Senate
Sierra,Pat Harris,DEM,12,CA,U.S. Senate
Sierra,Alison Hartson,DEM,23,CA,U.S. Senate
Sierra,David Hildebrand,DEM,0,CA,U.S. Senate
Sierra,Herbert G. Peters,DEM,6,CA,U.S. Senate
Sierra,Douglas Howard Pierce,DEM,8,CA,U.S. Senate
Sierra,Gerald Plummer,DEM,9,CA,U.S. Senate
Sierra,Donnie O. Turner,DEM,8,CA,U.S. Senate
Sierra,Arun K. Bhumitra,REP,27,CA,U.S. Senate
Sierra,James P Bradley,REP,155,CA,U.S. Senate
Sierra,"John ""Jack"" Crew",REP,74,CA,U.S. Senate
Sierra,Erin Cruz,REP,88,CA,U.S. Senate
Sierra,"Roque ""Rocky"" De La Fuente",REP,22,CA,U.S. Senate
Sierra,Jerry Joseph Laws,REP,31,CA,U.S. Senate
Sierra,Patrick Little,REP,30,CA,U.S. Senate
Sierra,Kevin Mottus,REP,26,CA,U.S. Senate
Sierra,Mario Nabliba,REP,18,CA,U.S. Senate
Sierra,Tom Palzer,REP,50,CA,U.S. Senate
Sierra,Paul A Taylor,REP,113,CA,U.S. Senate
Sierra,Derrick Michael Reid,LIB,23,CA,U.S. Senate
Sierra,John Thompson Parker,P&F,7,CA,U.S. Senate
Sierra,Colleen Shea Fernald,NPP,5,CA,U.S. Senate
Sierra,Rash Bihari Ghosh,NPP,5,CA,U.S. Senate
Sierra,Tim Gildersleeve,NPP,6,CA,U.S. Senate
Sierra,Michael Fahmy Girgis,NPP,0,CA,U.S. Senate
Sierra,Don J. Grundmann,NPP,2,CA,U.S. Senate
Sierra,Jason M. Hanania,NPP,9,CA,U.S. Senate
Sierra,David Moore,NPP,7,CA,U.S. Senate
Sierra,Lee Olson,NPP,5,CA,U.S. Senate
Sierra,Ling Ling Shi,NPP,4,CA,U.S. Senate
Siskiyou,Kevin De Leon,DEM,469,CA,U.S. Senate
Siskiyou,Adrienne Nicole Edwards,DEM,73,CA,U.S. Senate
Siskiyou,Dianne Feinstein,DEM,"1,921",CA,U.S. Senate
Siskiyou,Pat Harris,DEM,126,CA,U.S. Senate
Siskiyou,Alison Hartson,DEM,226,CA,U.S. Senate
Siskiyou,David Hildebrand,DEM,70,CA,U.S. Senate
Siskiyou,Herbert G. Peters,DEM,43,CA,U.S. Senate
Siskiyou,Douglas Howard Pierce,DEM,72,CA,U.S. Senate
Siskiyou,Gerald Plummer,DEM,61,CA,U.S. Senate
Siskiyou,Donnie O. Turner,DEM,49,CA,U.S. Senate
Siskiyou,Arun K. Bhumitra,REP,89,CA,U.S. Senate
Siskiyou,James P Bradley,REP,"1,038",CA,U.S. Senate
Siskiyou,"John ""Jack"" Crew",REP,170,CA,U.S. Senate
Siskiyou,Erin Cruz,REP,508,CA,U.S. Senate
Siskiyou,"Roque ""Rocky"" De La Fuente",REP,200,CA,U.S. Senate
Siskiyou,Jerry Joseph Laws,REP,261,CA,U.S. Senate
Siskiyou,Patrick Little,REP,84,CA,U.S. Senate
Siskiyou,Kevin Mottus,REP,193,CA,U.S. Senate
Siskiyou,Mario Nabliba,REP,53,CA,U.S. Senate
Siskiyou,Tom Palzer,REP,422,CA,U.S. Senate
Siskiyou,Paul A Taylor,REP,661,CA,U.S. Senate
Siskiyou,Derrick Michael Reid,LIB,90,CA,U.S. Senate
Siskiyou,John Thompson Parker,P&F,48,CA,U.S. Senate
Siskiyou,Colleen Shea Fernald,NPP,28,CA,U.S. Senate
Siskiyou,Rash Bihari Ghosh,NPP,10,CA,U.S. Senate
Siskiyou,Tim Gildersleeve,NPP,12,CA,U.S. Senate
Siskiyou,Michael Fahmy Girgis,NPP,0,CA,U.S. Senate
Siskiyou,Don J. Grundmann,NPP,34,CA,U.S. Senate
Siskiyou,Jason M. Hanania,NPP,39,CA,U.S. Senate
Siskiyou,David Moore,NPP,41,CA,U.S. Senate
Siskiyou,Lee Olson,NPP,20,CA,U.S. Senate
Siskiyou,Ling Ling Shi,NPP,7,CA,U.S. Senate
Solano,Kevin De Leon,DEM,"4,946",CA,U.S. Senate
Solano,Adrienne Nicole Edwards,DEM,545,CA,U.S. Senate
Solano,Dianne Feinstein,DEM,"31,119",CA,U.S. Senate
Solano,Pat Harris,DEM,"1,116",CA,U.S. Senate
Solano,Alison Hartson,DEM,"1,420",CA,U.S. Senate
Solano,David Hildebrand,DEM,249,CA,U.S. Senate
Solano,Herbert G. Peters,DEM,153,CA,U.S. Senate
Solano,Douglas Howard Pierce,DEM,295,CA,U.S. Senate
Solano,Gerald Plummer,DEM,98,CA,U.S. Senate
Solano,Donnie O. Turner,DEM,375,CA,U.S. Senate
Solano,Arun K. Bhumitra,REP,"1,966",CA,U.S. Senate
Solano,James P Bradley,REP,"5,034",CA,U.S. Senate
Solano,"John ""Jack"" Crew",REP,"1,519",CA,U.S. Senate
Solano,Erin Cruz,REP,"3,993",CA,U.S. Senate
Solano,"Roque ""Rocky"" De La Fuente",REP,"1,212",CA,U.S. Senate
Solano,Jerry Joseph Laws,REP,724,CA,U.S. Senate
Solano,Patrick Little,REP,564,CA,U.S. Senate
Solano,Kevin Mottus,REP,"1,005",CA,U.S. Senate
Solano,Mario Nabliba,REP,315,CA,U.S. Senate
Solano,Tom Palzer,REP,"1,269",CA,U.S. Senate
Solano,Paul A Taylor,REP,"3,258",CA,U.S. Senate
Solano,Derrick Michael Reid,LIB,712,CA,U.S. Senate
Solano,John Thompson Parker,P&F,234,CA,U.S. Senate
Solano,Colleen Shea Fernald,NPP,130,CA,U.S. Senate
Solano,Rash Bihari Ghosh,NPP,136,CA,U.S. Senate
Solano,Tim Gildersleeve,NPP,95,CA,U.S. Senate
Solano,Michael Fahmy Girgis,NPP,40,CA,U.S. Senate
Solano,Don J. Grundmann,NPP,228,CA,U.S. Senate
Solano,Jason M. Hanania,NPP,200,CA,U.S. Senate
Solano,David Moore,NPP,215,CA,U.S. Senate
Solano,Lee Olson,NPP,165,CA,U.S. Senate
Solano,Ling Ling Shi,NPP,146,CA,U.S. Senate
Sonoma,Kevin De Leon,DEM,"7,143",CA,U.S. Senate
Sonoma,Adrienne Nicole Edwards,DEM,835,CA,U.S. Senate
Sonoma,Dianne Feinstein,DEM,"37,453",CA,U.S. Senate
Sonoma,Pat Harris,DEM,"1,273",CA,U.S. Senate
Sonoma,Alison Hartson,DEM,"1,677",CA,U.S. Senate
Sonoma,David Hildebrand,DEM,284,CA,U.S. Senate
Sonoma,Herbert G. Peters,DEM,579,CA,U.S. Senate
Sonoma,Douglas Howard Pierce,DEM,817,CA,U.S. Senate
Sonoma,Gerald Plummer,DEM,75,CA,U.S. Senate
Sonoma,Donnie O. Turner,DEM,336,CA,U.S. Senate
Sonoma,Arun K. Bhumitra,REP,"2,456",CA,U.S. Senate
Sonoma,James P Bradley,REP,"4,248",CA,U.S. Senate
Sonoma,"John ""Jack"" Crew",REP,"1,187",CA,U.S. Senate
Sonoma,Erin Cruz,REP,"1,448",CA,U.S. Senate
Sonoma,"Roque ""Rocky"" De La Fuente",REP,477,CA,U.S. Senate
Sonoma,Jerry Joseph Laws,REP,427,CA,U.S. Senate
Sonoma,Patrick Little,REP,401,CA,U.S. Senate
Sonoma,Kevin Mottus,REP,405,CA,U.S. Senate
Sonoma,Mario Nabliba,REP,170,CA,U.S. Senate
Sonoma,Tom Palzer,REP,"1,133",CA,U.S. Senate
Sonoma,Paul A Taylor,REP,"2,660",CA,U.S. Senate
Sonoma,Derrick Michael Reid,LIB,657,CA,U.S. Senate
Sonoma,John Thompson Parker,P&F,264,CA,U.S. Senate
Sonoma,Colleen Shea Fernald,NPP,176,CA,U.S. Senate
Sonoma,Rash Bihari Ghosh,NPP,230,CA,U.S. Senate
Sonoma,Tim Gildersleeve,NPP,97,CA,U.S. Senate
Sonoma,Michael Fahmy Girgis,NPP,44,CA,U.S. Senate
Sonoma,Don J. Grundmann,NPP,143,CA,U.S. Senate
Sonoma,Jason M. Hanania,NPP,162,CA,U.S. Senate
Sonoma,David Moore,NPP,119,CA,U.S. Senate
Sonoma,Lee Olson,NPP,123,CA,U.S. Senate
Sonoma,Ling Ling Shi,NPP,103,CA,U.S. Senate
Stanislaus,Kevin De Leon,DEM,"3,723",CA,U.S. Senate
Stanislaus,Adrienne Nicole Edwards,DEM,441,CA,U.S. Senate
Stanislaus,Dianne Feinstein,DEM,"14,904",CA,U.S. Senate
Stanislaus,Pat Harris,DEM,"1,036",CA,U.S. Senate
Stanislaus,Alison Hartson,DEM,935,CA,U.S. Senate
Stanislaus,David Hildebrand,DEM,273,CA,U.S. Senate
Stanislaus,Herbert G. Peters,DEM,121,CA,U.S. Senate
Stanislaus,Douglas Howard Pierce,DEM,238,CA,U.S. Senate
Stanislaus,Gerald Plummer,DEM,103,CA,U.S. Senate
Stanislaus,Donnie O. Turner,DEM,423,CA,U.S. Senate
Stanislaus,Arun K. Bhumitra,REP,"3,555",CA,U.S. Senate
Stanislaus,James P Bradley,REP,"3,693",CA,U.S. Senate
Stanislaus,"John ""Jack"" Crew",REP,"1,725",CA,U.S. Senate
Stanislaus,Erin Cruz,REP,"2,730",CA,U.S. Senate
Stanislaus,"Roque ""Rocky"" De La Fuente",REP,941,CA,U.S. Senate
Stanislaus,Jerry Joseph Laws,REP,442,CA,U.S. Senate
Stanislaus,Patrick Little,REP,738,CA,U.S. Senate
Stanislaus,Kevin Mottus,REP,939,CA,U.S. Senate
Stanislaus,Mario Nabliba,REP,278,CA,U.S. Senate
Stanislaus,Tom Palzer,REP,"1,381",CA,U.S. Senate
Stanislaus,Paul A Taylor,REP,"4,303",CA,U.S. Senate
Stanislaus,Derrick Michael Reid,LIB,448,CA,U.S. Senate
Stanislaus,John Thompson Parker,P&F,120,CA,U.S. Senate
Stanislaus,Colleen Shea Fernald,NPP,119,CA,U.S. Senate
Stanislaus,Rash Bihari Ghosh,NPP,76,CA,U.S. Senate
Stanislaus,Tim Gildersleeve,NPP,96,CA,U.S. Senate
Stanislaus,Michael Fahmy Girgis,NPP,25,CA,U.S. Senate
Stanislaus,Don J. Grundmann,NPP,245,CA,U.S. Senate
Stanislaus,Jason M. Hanania,NPP,112,CA,U.S. Senate
Stanislaus,David Moore,NPP,175,CA,U.S. Senate
Stanislaus,Lee Olson,NPP,198,CA,U.S. Senate
Stanislaus,Ling Ling Shi,NPP,97,CA,U.S. Senate
Sutter,Kevin De Leon,DEM,550,CA,U.S. Senate
Sutter,Adrienne Nicole Edwards,DEM,43,CA,U.S. Senate
Sutter,Dianne Feinstein,DEM,"2,426",CA,U.S. Senate
Sutter,Pat Harris,DEM,130,CA,U.S. Senate
Sutter,Alison Hartson,DEM,114,CA,U.S. Senate
Sutter,David Hildebrand,DEM,40,CA,U.S. Senate
Sutter,Herbert G. Peters,DEM,117,CA,U.S. Senate
Sutter,Douglas Howard Pierce,DEM,233,CA,U.S. Senate
Sutter,Gerald Plummer,DEM,23,CA,U.S. Senate
Sutter,Donnie O. Turner,DEM,58,CA,U.S. Senate
Sutter,Arun K. Bhumitra,REP,962,CA,U.S. Senate
Sutter,James P Bradley,REP,"1,893",CA,U.S. Senate
Sutter,"John ""Jack"" Crew",REP,294,CA,U.S. Senate
Sutter,Erin Cruz,REP,648,CA,U.S. Senate
Sutter,"Roque ""Rocky"" De La Fuente",REP,215,CA,U.S. Senate
Sutter,Jerry Joseph Laws,REP,196,CA,U.S. Senate
Sutter,Patrick Little,REP,161,CA,U.S. Senate
Sutter,Kevin Mottus,REP,171,CA,U.S. Senate
Sutter,Mario Nabliba,REP,60,CA,U.S. Senate
Sutter,Tom Palzer,REP,308,CA,U.S. Senate
Sutter,Paul A Taylor,REP,660,CA,U.S. Senate
Sutter,Derrick Michael Reid,LIB,113,CA,U.S. Senate
Sutter,John Thompson Parker,P&F,71,CA,U.S. Senate
Sutter,Colleen Shea Fernald,NPP,18,CA,U.S. Senate
Sutter,Rash Bihari Ghosh,NPP,78,CA,U.S. Senate
Sutter,Tim Gildersleeve,NPP,21,CA,U.S. Senate
Sutter,Michael Fahmy Girgis,NPP,5,CA,U.S. Senate
Sutter,Don J. Grundmann,NPP,45,CA,U.S. Senate
Sutter,Jason M. Hanania,NPP,28,CA,U.S. Senate
Sutter,David Moore,NPP,49,CA,U.S. Senate
Sutter,Lee Olson,NPP,26,CA,U.S. Senate
Sutter,Ling Ling Shi,NPP,28,CA,U.S. Senate
Tehama,Kevin De Leon,DEM,369,CA,U.S. Senate
Tehama,Adrienne Nicole Edwards,DEM,65,CA,U.S. Senate
Tehama,Dianne Feinstein,DEM,"1,875",CA,U.S. Senate
Tehama,Pat Harris,DEM,80,CA,U.S. Senate
Tehama,Alison Hartson,DEM,174,CA,U.S. Senate
Tehama,David Hildebrand,DEM,28,CA,U.S. Senate
Tehama,Herbert G. Peters,DEM,66,CA,U.S. Senate
Tehama,Douglas Howard Pierce,DEM,138,CA,U.S. Senate
Tehama,Gerald Plummer,DEM,26,CA,U.S. Senate
Tehama,Donnie O. Turner,DEM,61,CA,U.S. Senate
Tehama,Arun K. Bhumitra,REP,912,CA,U.S. Senate
Tehama,James P Bradley,REP,"1,829",CA,U.S. Senate
Tehama,"John ""Jack"" Crew",REP,377,CA,U.S. Senate
Tehama,Erin Cruz,REP,762,CA,U.S. Senate
Tehama,"Roque ""Rocky"" De La Fuente",REP,267,CA,U.S. Senate
Tehama,Jerry Joseph Laws,REP,295,CA,U.S. Senate
Tehama,Patrick Little,REP,209,CA,U.S. Senate
Tehama,Kevin Mottus,REP,180,CA,U.S. Senate
Tehama,Mario Nabliba,REP,74,CA,U.S. Senate
Tehama,Tom Palzer,REP,232,CA,U.S. Senate
Tehama,Paul A Taylor,REP,836,CA,U.S. Senate
Tehama,Derrick Michael Reid,LIB,132,CA,U.S. Senate
Tehama,John Thompson Parker,P&F,58,CA,U.S. Senate
Tehama,Colleen Shea Fernald,NPP,43,CA,U.S. Senate
Tehama,Rash Bihari Ghosh,NPP,8,CA,U.S. Senate
Tehama,Tim Gildersleeve,NPP,34,CA,U.S. Senate
Tehama,Michael Fahmy Girgis,NPP,5,CA,U.S. Senate
Tehama,Don J. Grundmann,NPP,41,CA,U.S. Senate
Tehama,Jason M. Hanania,NPP,22,CA,U.S. Senate
Tehama,David Moore,NPP,40,CA,U.S. Senate
Tehama,Lee Olson,NPP,42,CA,U.S. Senate
Tehama,Ling Ling Shi,NPP,13,CA,U.S. Senate
Trinity,Kevin De Leon,DEM,256,CA,U.S. Senate
Trinity,Adrienne Nicole Edwards,DEM,35,CA,U.S. Senate
Trinity,Dianne Feinstein,DEM,888,CA,U.S. Senate
Trinity,Pat Harris,DEM,52,CA,U.S. Senate
Trinity,Alison Hartson,DEM,106,CA,U.S. Senate
Trinity,David Hildebrand,DEM,23,CA,U.S. Senate
