,county,candidate,party,votes,race name,state
386,San Benito,Cameron Gharabiklou,DEM,46,Lieutenant Governor,CA
387,San Benito,Ed Hernandez,DEM,"1,413",Lieutenant Governor,CA
388,San Benito,Eleni Kounalakis,DEM,"1,453",Lieutenant Governor,CA
389,San Benito,David Fennell,REP,597,Lieutenant Governor,CA
390,San Benito,Cole Harris,REP,977,Lieutenant Governor,CA
391,San Benito,David R. Hernandez,REP,624,Lieutenant Governor,CA
392,San Benito,Lydia Ortega,REP,534,Lieutenant Governor,CA
393,San Benito,Tim Ferreira,LIB,97,Lieutenant Governor,CA
394,San Benito,Gayle McLaughlin,NPP,179,Lieutenant Governor,CA
395,San Benito,Danny Thomas,NPP,64,Lieutenant Governor,CA
396,San Bernardino,Jeff Bleich,DEM,"7,107",Lieutenant Governor,CA
397,San Bernardino,Cameron Gharabiklou,DEM,"1,989",Lieutenant Governor,CA
398,San Bernardino,Ed Hernandez,DEM,"36,655",Lieutenant Governor,CA
399,San Bernardino,Eleni Kounalakis,DEM,"26,834",Lieutenant Governor,CA
400,San Bernardino,David Fennell,REP,"15,669",Lieutenant Governor,CA
401,San Bernardino,Cole Harris,REP,"41,730",Lieutenant Governor,CA
402,San Bernardino,David R. Hernandez,REP,"16,492",Lieutenant Governor,CA
403,San Bernardino,Lydia Ortega,REP,"11,931",Lieutenant Governor,CA
404,San Bernardino,Tim Ferreira,LIB,"2,201",Lieutenant Governor,CA
405,San Bernardino,Gayle McLaughlin,NPP,"3,660",Lieutenant Governor,CA
406,San Bernardino,Danny Thomas,NPP,"1,226",Lieutenant Governor,CA
407,San Diego,Jeff Bleich,DEM,"37,605",Lieutenant Governor,CA
408,San Diego,Cameron Gharabiklou,DEM,"6,540",Lieutenant Governor,CA
409,San Diego,Ed Hernandez,DEM,"71,427",Lieutenant Governor,CA
410,San Diego,Eleni Kounalakis,DEM,"78,232",Lieutenant Governor,CA
411,San Diego,David Fennell,REP,"29,541",Lieutenant Governor,CA
412,San Diego,Cole Harris,REP,"99,079",Lieutenant Governor,CA
413,San Diego,David R. Hernandez,REP,"19,244",Lieutenant Governor,CA
414,San Diego,Lydia Ortega,REP,"26,683",Lieutenant Governor,CA
415,San Diego,Tim Ferreira,LIB,"5,023",Lieutenant Governor,CA
416,San Diego,Gayle McLaughlin,NPP,"10,115",Lieutenant Governor,CA
417,San Diego,Danny Thomas,NPP,"2,097",Lieutenant Governor,CA
418,San Francisco,Jeff Bleich,DEM,"27,541",Lieutenant Governor,CA
419,San Francisco,Cameron Gharabiklou,DEM,"1,272",Lieutenant Governor,CA
420,San Francisco,Ed Hernandez,DEM,"24,751",Lieutenant Governor,CA
421,San Francisco,Eleni Kounalakis,DEM,"39,602",Lieutenant Governor,CA
422,San Francisco,David Fennell,REP,"3,871",Lieutenant Governor,CA
423,San Francisco,Cole Harris,REP,"7,451",Lieutenant Governor,CA
424,San Francisco,David R. Hernandez,REP,"3,487",Lieutenant Governor,CA
425,San Francisco,Lydia Ortega,REP,"4,803",Lieutenant Governor,CA
426,San Francisco,Tim Ferreira,LIB,"2,124",Lieutenant Governor,CA
427,San Francisco,Gayle McLaughlin,NPP,"20,711",Lieutenant Governor,CA
428,San Francisco,Danny Thomas,NPP,"1,391",Lieutenant Governor,CA
429,San Joaquin,Jeff Bleich,DEM,"2,804",Lieutenant Governor,CA
430,San Joaquin,Cameron Gharabiklou,DEM,906,Lieutenant Governor,CA
431,San Joaquin,Ed Hernandez,DEM,"9,344",Lieutenant Governor,CA
432,San Joaquin,Eleni Kounalakis,DEM,"13,962",Lieutenant Governor,CA
433,San Joaquin,David Fennell,REP,"5,439",Lieutenant Governor,CA
434,San Joaquin,Cole Harris,REP,"11,882",Lieutenant Governor,CA
435,San Joaquin,David R. Hernandez,REP,"3,824",Lieutenant Governor,CA
436,San Joaquin,Lydia Ortega,REP,"4,314",Lieutenant Governor,CA
437,San Joaquin,Tim Ferreira,LIB,895,Lieutenant Governor,CA
438,San Joaquin,Gayle McLaughlin,NPP,"1,158",Lieutenant Governor,CA
439,San Joaquin,Danny Thomas,NPP,527,Lieutenant Governor,CA
440,San Luis Obispo,Jeff Bleich,DEM,"2,978",Lieutenant Governor,CA
441,San Luis Obispo,Cameron Gharabiklou,DEM,632,Lieutenant Governor,CA
442,San Luis Obispo,Ed Hernandez,DEM,"8,053",Lieutenant Governor,CA
443,San Luis Obispo,Eleni Kounalakis,DEM,"14,505",Lieutenant Governor,CA
444,San Luis Obispo,David Fennell,REP,"5,988",Lieutenant Governor,CA
445,San Luis Obispo,Cole Harris,REP,"11,877",Lieutenant Governor,CA
446,San Luis Obispo,David R. Hernandez,REP,"2,752",Lieutenant Governor,CA
447,San Luis Obispo,Lydia Ortega,REP,"3,608",Lieutenant Governor,CA
448,San Luis Obispo,Tim Ferreira,LIB,970,Lieutenant Governor,CA
449,San Luis Obispo,Gayle McLaughlin,NPP,"1,227",Lieutenant Governor,CA
450,San Luis Obispo,Danny Thomas,NPP,326,Lieutenant Governor,CA
451,San Mateo,Jeff Bleich,DEM,"12,328",Lieutenant Governor,CA
452,San Mateo,Cameron Gharabiklou,DEM,865,Lieutenant Governor,CA
453,San Mateo,Ed Hernandez,DEM,"11,637",Lieutenant Governor,CA
454,San Mateo,Eleni Kounalakis,DEM,"23,118",Lieutenant Governor,CA
455,San Mateo,David Fennell,REP,"5,005",Lieutenant Governor,CA
456,San Mateo,Cole Harris,REP,"6,529",Lieutenant Governor,CA
457,San Mateo,David R. Hernandez,REP,"1,751",Lieutenant Governor,CA
458,San Mateo,Lydia Ortega,REP,"3,747",Lieutenant Governor,CA
459,San Mateo,Tim Ferreira,LIB,"1,137",Lieutenant Governor,CA
460,San Mateo,Gayle McLaughlin,NPP,"2,348",Lieutenant Governor,CA
461,San Mateo,Danny Thomas,NPP,429,Lieutenant Governor,CA
462,Santa Barbara,Jeff Bleich,DEM,"3,394",Lieutenant Governor,CA
463,Santa Barbara,Cameron Gharabiklou,DEM,506,Lieutenant Governor,CA
464,Santa Barbara,Ed Hernandez,DEM,"11,492",Lieutenant Governor,CA
465,Santa Barbara,Eleni Kounalakis,DEM,"13,278",Lieutenant Governor,CA
466,Santa Barbara,David Fennell,REP,"5,186",Lieutenant Governor,CA
467,Santa Barbara,Cole Harris,REP,"10,041",Lieutenant Governor,CA
468,Santa Barbara,David R. Hernandez,REP,"2,858",Lieutenant Governor,CA
469,Santa Barbara,Lydia Ortega,REP,"3,743",Lieutenant Governor,CA
470,Santa Barbara,Tim Ferreira,LIB,907,Lieutenant Governor,CA
471,Santa Barbara,Gayle McLaughlin,NPP,"1,365",Lieutenant Governor,CA
472,Santa Barbara,Danny Thomas,NPP,344,Lieutenant Governor,CA
473,Santa Clara,Jeff Bleich,DEM,"30,857",Lieutenant Governor,CA
474,Santa Clara,Cameron Gharabiklou,DEM,"2,782",Lieutenant Governor,CA
475,Santa Clara,Ed Hernandez,DEM,"29,230",Lieutenant Governor,CA
476,Santa Clara,Eleni Kounalakis,DEM,"45,081",Lieutenant Governor,CA
477,Santa Clara,David Fennell,REP,"13,451",Lieutenant Governor,CA
478,Santa Clara,Cole Harris,REP,"17,268",Lieutenant Governor,CA
479,Santa Clara,David R. Hernandez,REP,"6,788",Lieutenant Governor,CA
480,Santa Clara,Lydia Ortega,REP,"8,572",Lieutenant Governor,CA
481,Santa Clara,Tim Ferreira,LIB,"2,830",Lieutenant Governor,CA
482,Santa Clara,Gayle McLaughlin,NPP,"4,285",Lieutenant Governor,CA
483,Santa Clara,Danny Thomas,NPP,"1,140",Lieutenant Governor,CA
484,Santa Cruz,Jeff Bleich,DEM,"4,046",Lieutenant Governor,CA
485,Santa Cruz,Cameron Gharabiklou,DEM,342,Lieutenant Governor,CA
486,Santa Cruz,Ed Hernandez,DEM,"8,279",Lieutenant Governor,CA
487,Santa Cruz,Eleni Kounalakis,DEM,"11,854",Lieutenant Governor,CA
488,Santa Cruz,David Fennell,REP,"1,642",Lieutenant Governor,CA
489,Santa Cruz,Cole Harris,REP,"3,283",Lieutenant Governor,CA
490,Santa Cruz,David R. Hernandez,REP,"1,044",Lieutenant Governor,CA
491,Santa Cruz,Lydia Ortega,REP,"1,890",Lieutenant Governor,CA
492,Santa Cruz,Tim Ferreira,LIB,459,Lieutenant Governor,CA
493,Santa Cruz,Gayle McLaughlin,NPP,"1,870",Lieutenant Governor,CA
494,Santa Cruz,Danny Thomas,NPP,153,Lieutenant Governor,CA
495,Shasta,Jeff Bleich,DEM,"1,279",Lieutenant Governor,CA
496,Shasta,Cameron Gharabiklou,DEM,220,Lieutenant Governor,CA
497,Shasta,Ed Hernandez,DEM,"2,440",Lieutenant Governor,CA
498,Shasta,Eleni Kounalakis,DEM,"2,147",Lieutenant Governor,CA
499,Shasta,David Fennell,REP,"3,866",Lieutenant Governor,CA
500,Shasta,Cole Harris,REP,"5,455",Lieutenant Governor,CA
501,Shasta,David R. Hernandez,REP,"2,174",Lieutenant Governor,CA
502,Shasta,Lydia Ortega,REP,"1,932",Lieutenant Governor,CA
503,Shasta,Tim Ferreira,LIB,405,Lieutenant Governor,CA
504,Shasta,Gayle McLaughlin,NPP,527,Lieutenant Governor,CA
505,Shasta,Danny Thomas,NPP,191,Lieutenant Governor,CA
506,Sierra,Jeff Bleich,DEM,65,Lieutenant Governor,CA
507,Sierra,Cameron Gharabiklou,DEM,7,Lieutenant Governor,CA
508,Sierra,Ed Hernandez,DEM,92,Lieutenant Governor,CA
509,Sierra,Eleni Kounalakis,DEM,256,Lieutenant Governor,CA
510,Sierra,David Fennell,REP,215,Lieutenant Governor,CA
511,Sierra,Cole Harris,REP,266,Lieutenant Governor,CA
512,Sierra,David R. Hernandez,REP,89,Lieutenant Governor,CA
513,Sierra,Lydia Ortega,REP,133,Lieutenant Governor,CA
514,Sierra,Tim Ferreira,LIB,30,Lieutenant Governor,CA
515,Sierra,Gayle McLaughlin,NPP,48,Lieutenant Governor,CA
516,Sierra,Danny Thomas,NPP,16,Lieutenant Governor,CA
517,Siskiyou,Jeff Bleich,DEM,591,Lieutenant Governor,CA
518,Siskiyou,Cameron Gharabiklou,DEM,69,Lieutenant Governor,CA
519,Siskiyou,Ed Hernandez,DEM,934,Lieutenant Governor,CA
520,Siskiyou,Eleni Kounalakis,DEM,"1,028",Lieutenant Governor,CA
521,Siskiyou,David Fennell,REP,"1,335",Lieutenant Governor,CA
522,Siskiyou,Cole Harris,REP,"1,346",Lieutenant Governor,CA
523,Siskiyou,David R. Hernandez,REP,602,Lieutenant Governor,CA
524,Siskiyou,Lydia Ortega,REP,641,Lieutenant Governor,CA
525,Siskiyou,Tim Ferreira,LIB,139,Lieutenant Governor,CA
526,Siskiyou,Gayle McLaughlin,NPP,303,Lieutenant Governor,CA
527,Siskiyou,Danny Thomas,NPP,84,Lieutenant Governor,CA
528,Solano,Jeff Bleich,DEM,"6,273",Lieutenant Governor,CA
529,Solano,Cameron Gharabiklou,DEM,"1,248",Lieutenant Governor,CA
530,Solano,Ed Hernandez,DEM,"10,382",Lieutenant Governor,CA
531,Solano,Eleni Kounalakis,DEM,"17,953",Lieutenant Governor,CA
532,Solano,David Fennell,REP,"6,962",Lieutenant Governor,CA
533,Solano,Cole Harris,REP,"7,603",Lieutenant Governor,CA
534,Solano,David R. Hernandez,REP,"3,393",Lieutenant Governor,CA
535,Solano,Lydia Ortega,REP,"4,813",Lieutenant Governor,CA
536,Solano,Tim Ferreira,LIB,"1,536",Lieutenant Governor,CA
537,Solano,Gayle McLaughlin,NPP,"1,909",Lieutenant Governor,CA
538,Solano,Danny Thomas,NPP,490,Lieutenant Governor,CA
539,Sonoma,Jeff Bleich,DEM,"9,827",Lieutenant Governor,CA
540,Sonoma,Cameron Gharabiklou,DEM,713,Lieutenant Governor,CA
541,Sonoma,Ed Hernandez,DEM,"11,340",Lieutenant Governor,CA
542,Sonoma,Eleni Kounalakis,DEM,"23,279",Lieutenant Governor,CA
543,Sonoma,David Fennell,REP,"4,020",Lieutenant Governor,CA
544,Sonoma,Cole Harris,REP,"7,007",Lieutenant Governor,CA
545,Sonoma,David R. Hernandez,REP,"2,268",Lieutenant Governor,CA
546,Sonoma,Lydia Ortega,REP,"4,092",Lieutenant Governor,CA
547,Sonoma,Tim Ferreira,LIB,944,Lieutenant Governor,CA
548,Sonoma,Gayle McLaughlin,NPP,"2,948",Lieutenant Governor,CA
549,Sonoma,Danny Thomas,NPP,480,Lieutenant Governor,CA
550,Stanislaus,Jeff Bleich,DEM,"2,811",Lieutenant Governor,CA
551,Stanislaus,Cameron Gharabiklou,DEM,408,Lieutenant Governor,CA
552,Stanislaus,Ed Hernandez,DEM,"6,902",Lieutenant Governor,CA
553,Stanislaus,Eleni Kounalakis,DEM,"10,045",Lieutenant Governor,CA
554,Stanislaus,David Fennell,REP,"5,689",Lieutenant Governor,CA
555,Stanislaus,Cole Harris,REP,"10,295",Lieutenant Governor,CA
556,Stanislaus,David R. Hernandez,REP,"2,701",Lieutenant Governor,CA
557,Stanislaus,Lydia Ortega,REP,"3,203",Lieutenant Governor,CA
558,Stanislaus,Tim Ferreira,LIB,792,Lieutenant Governor,CA
559,Stanislaus,Gayle McLaughlin,NPP,815,Lieutenant Governor,CA
560,Stanislaus,Danny Thomas,NPP,385,Lieutenant Governor,CA
561,Sutter,Jeff Bleich,DEM,408,Lieutenant Governor,CA
562,Sutter,Cameron Gharabiklou,DEM,350,Lieutenant Governor,CA
563,Sutter,Ed Hernandez,DEM,"1,301",Lieutenant Governor,CA
564,Sutter,Eleni Kounalakis,DEM,"1,552",Lieutenant Governor,CA
565,Sutter,David Fennell,REP,"1,237",Lieutenant Governor,CA
566,Sutter,Cole Harris,REP,"3,145",Lieutenant Governor,CA
567,Sutter,David R. Hernandez,REP,765,Lieutenant Governor,CA
568,Sutter,Lydia Ortega,REP,806,Lieutenant Governor,CA
569,Sutter,Tim Ferreira,LIB,236,Lieutenant Governor,CA
570,Sutter,Gayle McLaughlin,NPP,152,Lieutenant Governor,CA
571,Sutter,Danny Thomas,NPP,131,Lieutenant Governor,CA
572,Tehama,Jeff Bleich,DEM,353,Lieutenant Governor,CA
573,Tehama,Cameron Gharabiklou,DEM,204,Lieutenant Governor,CA
574,Tehama,Ed Hernandez,DEM,"1,265",Lieutenant Governor,CA
575,Tehama,Eleni Kounalakis,DEM,817,Lieutenant Governor,CA
576,Tehama,David Fennell,REP,"1,892",Lieutenant Governor,CA
577,Tehama,Cole Harris,REP,"2,499",Lieutenant Governor,CA
578,Tehama,David R. Hernandez,REP,999,Lieutenant Governor,CA
579,Tehama,Lydia Ortega,REP,830,Lieutenant Governor,CA
580,Tehama,Tim Ferreira,LIB,150,Lieutenant Governor,CA
581,Tehama,Gayle McLaughlin,NPP,218,Lieutenant Governor,CA
582,Tehama,Danny Thomas,NPP,142,Lieutenant Governor,CA
583,Trinity,Jeff Bleich,DEM,197,Lieutenant Governor,CA
584,Trinity,Cameron Gharabiklou,DEM,49,Lieutenant Governor,CA
585,Trinity,Ed Hernandez,DEM,501,Lieutenant Governor,CA
586,Trinity,Eleni Kounalakis,DEM,473,Lieutenant Governor,CA
587,Trinity,David Fennell,REP,568,Lieutenant Governor,CA
588,Trinity,Cole Harris,REP,454,Lieutenant Governor,CA
589,Trinity,David R. Hernandez,REP,288,Lieutenant Governor,CA
590,Trinity,Lydia Ortega,REP,320,Lieutenant Governor,CA
591,Trinity,Tim Ferreira,LIB,81,Lieutenant Governor,CA
592,Trinity,Gayle McLaughlin,NPP,120,Lieutenant Governor,CA
593,Trinity,Danny Thomas,NPP,29,Lieutenant Governor,CA
594,Tulare,Jeff Bleich,DEM,"1,418",Lieutenant Governor,CA
595,Tulare,Cameron Gharabiklou,DEM,264,Lieutenant Governor,CA
596,Tulare,Ed Hernandez,DEM,"6,091",Lieutenant Governor,CA
597,Tulare,Eleni Kounalakis,DEM,"2,185",Lieutenant Governor,CA
598,Tulare,David Fennell,REP,"3,557",Lieutenant Governor,CA
599,Tulare,Cole Harris,REP,"9,815",Lieutenant Governor,CA
600,Tulare,David R. Hernandez,REP,"2,208",Lieutenant Governor,CA
601,Tulare,Lydia Ortega,REP,"2,137",Lieutenant Governor,CA
602,Tulare,Tim Ferreira,LIB,592,Lieutenant Governor,CA
603,Tulare,Gayle McLaughlin,NPP,418,Lieutenant Governor,CA
604,Tulare,Danny Thomas,NPP,299,Lieutenant Governor,CA
605,Tuolumne,Jeff Bleich,DEM,509,Lieutenant Governor,CA
606,Tuolumne,Cameron Gharabiklou,DEM,79,Lieutenant Governor,CA
607,Tuolumne,Ed Hernandez,DEM,"1,115",Lieutenant Governor,CA
608,Tuolumne,Eleni Kounalakis,DEM,"2,387",Lieutenant Governor,CA
609,Tuolumne,David Fennell,REP,"2,041",Lieutenant Governor,CA
610,Tuolumne,Cole Harris,REP,"1,808",Lieutenant Governor,CA
611,Tuolumne,David R. Hernandez,REP,773,Lieutenant Governor,CA
612,Tuolumne,Lydia Ortega,REP,823,Lieutenant Governor,CA
613,Tuolumne,Tim Ferreira,LIB,177,Lieutenant Governor,CA
614,Tuolumne,Gayle McLaughlin,NPP,276,Lieutenant Governor,CA
615,Tuolumne,Danny Thomas,NPP,81,Lieutenant Governor,CA
616,Ventura,Jeff Bleich,DEM,"6,917",Lieutenant Governor,CA
617,Ventura,Cameron Gharabiklou,DEM,828,Lieutenant Governor,CA
618,Ventura,Ed Hernandez,DEM,"21,960",Lieutenant Governor,CA
619,Ventura,Eleni Kounalakis,DEM,"22,342",Lieutenant Governor,CA
620,Ventura,David Fennell,REP,"12,392",Lieutenant Governor,CA
621,Ventura,Cole Harris,REP,"20,061",Lieutenant Governor,CA
622,Ventura,David R. Hernandez,REP,"7,405",Lieutenant Governor,CA
623,Ventura,Lydia Ortega,REP,"6,622",Lieutenant Governor,CA
624,Ventura,Tim Ferreira,LIB,"1,694",Lieutenant Governor,CA
625,Ventura,Gayle McLaughlin,NPP,"2,875",Lieutenant Governor,CA
626,Ventura,Danny Thomas,NPP,718,Lieutenant Governor,CA
627,Yolo,Jeff Bleich,DEM,"2,200",Lieutenant Governor,CA
628,Yolo,Cameron Gharabiklou,DEM,254,Lieutenant Governor,CA
629,Yolo,Ed Hernandez,DEM,"5,279",Lieutenant Governor,CA
630,Yolo,Eleni Kounalakis,DEM,"8,440",Lieutenant Governor,CA
631,Yolo,David Fennell,REP,"1,757",Lieutenant Governor,CA
632,Yolo,Cole Harris,REP,"3,331",Lieutenant Governor,CA
633,Yolo,David R. Hernandez,REP,"1,043",Lieutenant Governor,CA
634,Yolo,Lydia Ortega,REP,"1,566",Lieutenant Governor,CA
635,Yolo,Tim Ferreira,LIB,506,Lieutenant Governor,CA
636,Yolo,Gayle McLaughlin,NPP,921,Lieutenant Governor,CA
637,Yolo,Danny Thomas,NPP,148,Lieutenant Governor,CA
638,Yuba,Jeff Bleich,DEM,233,Lieutenant Governor,CA
639,Yuba,Cameron Gharabiklou,DEM,137,Lieutenant Governor,CA
640,Yuba,Ed Hernandez,DEM,747,Lieutenant Governor,CA
641,Yuba,Eleni Kounalakis,DEM,"1,005",Lieutenant Governor,CA
642,Yuba,David Fennell,REP,"1,087",Lieutenant Governor,CA
643,Yuba,Cole Harris,REP,"1,794",Lieutenant Governor,CA
644,Yuba,David R. Hernandez,REP,488,Lieutenant Governor,CA
645,Yuba,Lydia Ortega,REP,468,Lieutenant Governor,CA
646,Yuba,Tim Ferreira,LIB,149,Lieutenant Governor,CA
647,Yuba,Gayle McLaughlin,NPP,170,Lieutenant Governor,CA
648,Yuba,Danny Thomas,NPP,62,Lieutenant Governor,CA
