"","election_name","election_date","election_type","locality_name","locality_code","office_name","referendum_title","precinct_name","precinct_code","candidate_name","last_name","candidateId","officeId","referendumId","districtId","DESCRIPTION","district_type","party","office_ballot_order","candidate_ballot_order","total_votes","negative_votes","in_precinct","V24"
"2536","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LEXINGTON CITY",678,"Member House of Representatives",NA,"001 - LEXINGTON","0001","Charlotte Ann Moore","MOORE",1289019044,1657377382,NA,1009437792,"06","Congressional","Democratic",3,4,47,NA,"001 - LEXINGTON",NA
"2537","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"## Provisional","###PROV","Sergio A. Coppola II","COPPOLA",94914076,1657377382,NA,1009437792,"06","Congressional","Democratic",3,1,NA,NA,"## Provisional",NA
"2538","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"## Provisional","###PROV","Jennifer Lynn Lewis","LEWIS",1251367175,1657377382,NA,1009437792,"06","Congressional","Democratic",3,2,NA,NA,"## Provisional",NA
"2539","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"## Provisional","###PROV","Peter J. Volosin","VOLOSIN",966986100,1657377382,NA,1009437792,"06","Congressional","Democratic",3,3,NA,NA,"## Provisional",NA
"2540","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"## Provisional","###PROV","Charlotte Ann Moore","MOORE",1289019044,1657377382,NA,1009437792,"06","Congressional","Democratic",3,4,1,NA,"## Provisional",NA
"2541","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"# AB - Central Absentee Precinct","##CAP","Sergio A. Coppola II","COPPOLA",94914076,1657377382,NA,1009437792,"06","Congressional","Democratic",3,1,11,NA,"# AB - Central Absentee Precinct",NA
"2542","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"# AB - Central Absentee Precinct","##CAP","Jennifer Lynn Lewis","LEWIS",1251367175,1657377382,NA,1009437792,"06","Congressional","Democratic",3,2,30,NA,"# AB - Central Absentee Precinct",NA
"2543","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"# AB - Central Absentee Precinct","##CAP","Peter J. Volosin","VOLOSIN",966986100,1657377382,NA,1009437792,"06","Congressional","Democratic",3,3,23,NA,"# AB - Central Absentee Precinct",NA
"2544","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"# AB - Central Absentee Precinct","##CAP","Charlotte Ann Moore","MOORE",1289019044,1657377382,NA,1009437792,"06","Congressional","Democratic",3,4,19,NA,"# AB - Central Absentee Precinct",NA
"2545","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"101 - FIRST WARD FIRST PRECINCT","0101","Sergio A. Coppola II","COPPOLA",94914076,1657377382,NA,1009437792,"06","Congressional","Democratic",3,1,2,NA,"101 - FIRST WARD FIRST PRECINCT",NA
"2546","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"101 - FIRST WARD FIRST PRECINCT","0101","Jennifer Lynn Lewis","LEWIS",1251367175,1657377382,NA,1009437792,"06","Congressional","Democratic",3,2,57,NA,"101 - FIRST WARD FIRST PRECINCT",NA
"2547","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"101 - FIRST WARD FIRST PRECINCT","0101","Peter J. Volosin","VOLOSIN",966986100,1657377382,NA,1009437792,"06","Congressional","Democratic",3,3,30,NA,"101 - FIRST WARD FIRST PRECINCT",NA
"2548","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"101 - FIRST WARD FIRST PRECINCT","0101","Charlotte Ann Moore","MOORE",1289019044,1657377382,NA,1009437792,"06","Congressional","Democratic",3,4,17,NA,"101 - FIRST WARD FIRST PRECINCT",NA
"2549","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"102 - FIRST WARD SECOND PRECINCT","0102","Sergio A. Coppola II","COPPOLA",94914076,1657377382,NA,1009437792,"06","Congressional","Democratic",3,1,11,NA,"102 - FIRST WARD SECOND PRECINCT",NA
"2550","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"102 - FIRST WARD SECOND PRECINCT","0102","Jennifer Lynn Lewis","LEWIS",1251367175,1657377382,NA,1009437792,"06","Congressional","Democratic",3,2,57,NA,"102 - FIRST WARD SECOND PRECINCT",NA
"2551","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"102 - FIRST WARD SECOND PRECINCT","0102","Peter J. Volosin","VOLOSIN",966986100,1657377382,NA,1009437792,"06","Congressional","Democratic",3,3,60,NA,"102 - FIRST WARD SECOND PRECINCT",NA
"2552","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"102 - FIRST WARD SECOND PRECINCT","0102","Charlotte Ann Moore","MOORE",1289019044,1657377382,NA,1009437792,"06","Congressional","Democratic",3,4,45,NA,"102 - FIRST WARD SECOND PRECINCT",NA
"2553","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"103 - FIRST WARD THIRD PRECINCT","0103","Sergio A. Coppola II","COPPOLA",94914076,1657377382,NA,1009437792,"06","Congressional","Democratic",3,1,16,NA,"103 - FIRST WARD THIRD PRECINCT",NA
"2554","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"103 - FIRST WARD THIRD PRECINCT","0103","Jennifer Lynn Lewis","LEWIS",1251367175,1657377382,NA,1009437792,"06","Congressional","Democratic",3,2,49,NA,"103 - FIRST WARD THIRD PRECINCT",NA
"2555","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"103 - FIRST WARD THIRD PRECINCT","0103","Peter J. Volosin","VOLOSIN",966986100,1657377382,NA,1009437792,"06","Congressional","Democratic",3,3,55,NA,"103 - FIRST WARD THIRD PRECINCT",NA
"2556","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"103 - FIRST WARD THIRD PRECINCT","0103","Charlotte Ann Moore","MOORE",1289019044,1657377382,NA,1009437792,"06","Congressional","Democratic",3,4,45,NA,"103 - FIRST WARD THIRD PRECINCT",NA
"2557","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"104 - FIRST WARD FOURTH PRECINCT","0104","Sergio A. Coppola II","COPPOLA",94914076,1657377382,NA,1009437792,"06","Congressional","Democratic",3,1,3,NA,"104 - FIRST WARD FOURTH PRECINCT",NA
"2558","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"104 - FIRST WARD FOURTH PRECINCT","0104","Jennifer Lynn Lewis","LEWIS",1251367175,1657377382,NA,1009437792,"06","Congressional","Democratic",3,2,30,NA,"104 - FIRST WARD FOURTH PRECINCT",NA
"2559","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"104 - FIRST WARD FOURTH PRECINCT","0104","Peter J. Volosin","VOLOSIN",966986100,1657377382,NA,1009437792,"06","Congressional","Democratic",3,3,25,NA,"104 - FIRST WARD FOURTH PRECINCT",NA
"2560","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"104 - FIRST WARD FOURTH PRECINCT","0104","Charlotte Ann Moore","MOORE",1289019044,1657377382,NA,1009437792,"06","Congressional","Democratic",3,4,17,NA,"104 - FIRST WARD FOURTH PRECINCT",NA
"2561","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"105 - FIRST WARD FIFTH PRECINCT","0105","Sergio A. Coppola II","COPPOLA",94914076,1657377382,NA,1009437792,"06","Congressional","Democratic",3,1,5,NA,"105 - FIRST WARD FIFTH PRECINCT",NA
"2562","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"105 - FIRST WARD FIFTH PRECINCT","0105","Jennifer Lynn Lewis","LEWIS",1251367175,1657377382,NA,1009437792,"06","Congressional","Democratic",3,2,61,NA,"105 - FIRST WARD FIFTH PRECINCT",NA
"2563","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"105 - FIRST WARD FIFTH PRECINCT","0105","Peter J. Volosin","VOLOSIN",966986100,1657377382,NA,1009437792,"06","Congressional","Democratic",3,3,40,NA,"105 - FIRST WARD FIFTH PRECINCT",NA
"2564","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"105 - FIRST WARD FIFTH PRECINCT","0105","Charlotte Ann Moore","MOORE",1289019044,1657377382,NA,1009437792,"06","Congressional","Democratic",3,4,29,NA,"105 - FIRST WARD FIFTH PRECINCT",NA
"2565","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"201 - SECOND WARD FIRST PRECINCT","0201","Sergio A. Coppola II","COPPOLA",94914076,1657377382,NA,1009437792,"06","Congressional","Democratic",3,1,5,NA,"201 - SECOND WARD FIRST PRECINCT",NA
"2566","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"201 - SECOND WARD FIRST PRECINCT","0201","Jennifer Lynn Lewis","LEWIS",1251367175,1657377382,NA,1009437792,"06","Congressional","Democratic",3,2,169,NA,"201 - SECOND WARD FIRST PRECINCT",NA
"2567","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"201 - SECOND WARD FIRST PRECINCT","0201","Peter J. Volosin","VOLOSIN",966986100,1657377382,NA,1009437792,"06","Congressional","Democratic",3,3,22,NA,"201 - SECOND WARD FIRST PRECINCT",NA
"2568","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"201 - SECOND WARD FIRST PRECINCT","0201","Charlotte Ann Moore","MOORE",1289019044,1657377382,NA,1009437792,"06","Congressional","Democratic",3,4,15,NA,"201 - SECOND WARD FIRST PRECINCT",NA
"2569","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"202 - SECOND WARD SECOND PRECINCT","0202","Sergio A. Coppola II","COPPOLA",94914076,1657377382,NA,1009437792,"06","Congressional","Democratic",3,1,7,NA,"202 - SECOND WARD SECOND PRECINCT",NA
"2570","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"202 - SECOND WARD SECOND PRECINCT","0202","Jennifer Lynn Lewis","LEWIS",1251367175,1657377382,NA,1009437792,"06","Congressional","Democratic",3,2,116,NA,"202 - SECOND WARD SECOND PRECINCT",NA
"2571","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"202 - SECOND WARD SECOND PRECINCT","0202","Peter J. Volosin","VOLOSIN",966986100,1657377382,NA,1009437792,"06","Congressional","Democratic",3,3,22,NA,"202 - SECOND WARD SECOND PRECINCT",NA
"2572","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"202 - SECOND WARD SECOND PRECINCT","0202","Charlotte Ann Moore","MOORE",1289019044,1657377382,NA,1009437792,"06","Congressional","Democratic",3,4,5,NA,"202 - SECOND WARD SECOND PRECINCT",NA
"2573","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"203 - SECOND WARD THIRD PRECINCT","0203","Sergio A. Coppola II","COPPOLA",94914076,1657377382,NA,1009437792,"06","Congressional","Democratic",3,1,5,NA,"203 - SECOND WARD THIRD PRECINCT",NA
"2574","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"203 - SECOND WARD THIRD PRECINCT","0203","Jennifer Lynn Lewis","LEWIS",1251367175,1657377382,NA,1009437792,"06","Congressional","Democratic",3,2,26,NA,"203 - SECOND WARD THIRD PRECINCT",NA
"2575","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"203 - SECOND WARD THIRD PRECINCT","0203","Peter J. Volosin","VOLOSIN",966986100,1657377382,NA,1009437792,"06","Congressional","Democratic",3,3,6,NA,"203 - SECOND WARD THIRD PRECINCT",NA
"2576","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"203 - SECOND WARD THIRD PRECINCT","0203","Charlotte Ann Moore","MOORE",1289019044,1657377382,NA,1009437792,"06","Congressional","Democratic",3,4,10,NA,"203 - SECOND WARD THIRD PRECINCT",NA
"2577","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"204 - SECOND WARD FOURTH PRECINCT","0204","Sergio A. Coppola II","COPPOLA",94914076,1657377382,NA,1009437792,"06","Congressional","Democratic",3,1,3,NA,"204 - SECOND WARD FOURTH PRECINCT",NA
"2578","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"204 - SECOND WARD FOURTH PRECINCT","0204","Jennifer Lynn Lewis","LEWIS",1251367175,1657377382,NA,1009437792,"06","Congressional","Democratic",3,2,17,NA,"204 - SECOND WARD FOURTH PRECINCT",NA
"2579","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"204 - SECOND WARD FOURTH PRECINCT","0204","Peter J. Volosin","VOLOSIN",966986100,1657377382,NA,1009437792,"06","Congressional","Democratic",3,3,8,NA,"204 - SECOND WARD FOURTH PRECINCT",NA
"2580","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"204 - SECOND WARD FOURTH PRECINCT","0204","Charlotte Ann Moore","MOORE",1289019044,1657377382,NA,1009437792,"06","Congressional","Democratic",3,4,2,NA,"204 - SECOND WARD FOURTH PRECINCT",NA
"2581","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"301 - THIRD WARD FIRST PRECINCT","0301","Sergio A. Coppola II","COPPOLA",94914076,1657377382,NA,1009437792,"06","Congressional","Democratic",3,1,7,NA,"301 - THIRD WARD FIRST PRECINCT",NA
"2582","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"301 - THIRD WARD FIRST PRECINCT","0301","Jennifer Lynn Lewis","LEWIS",1251367175,1657377382,NA,1009437792,"06","Congressional","Democratic",3,2,30,NA,"301 - THIRD WARD FIRST PRECINCT",NA
"2583","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"301 - THIRD WARD FIRST PRECINCT","0301","Peter J. Volosin","VOLOSIN",966986100,1657377382,NA,1009437792,"06","Congressional","Democratic",3,3,7,NA,"301 - THIRD WARD FIRST PRECINCT",NA
"2584","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"301 - THIRD WARD FIRST PRECINCT","0301","Charlotte Ann Moore","MOORE",1289019044,1657377382,NA,1009437792,"06","Congressional","Democratic",3,4,8,NA,"301 - THIRD WARD FIRST PRECINCT",NA
"2585","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"302 - THIRD WARD SECOND PRECINCT","0302","Sergio A. Coppola II","COPPOLA",94914076,1657377382,NA,1009437792,"06","Congressional","Democratic",3,1,0,NA,"302 - THIRD WARD SECOND PRECINCT",NA
"2586","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"302 - THIRD WARD SECOND PRECINCT","0302","Jennifer Lynn Lewis","LEWIS",1251367175,1657377382,NA,1009437792,"06","Congressional","Democratic",3,2,1,NA,"302 - THIRD WARD SECOND PRECINCT",NA
"2587","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"302 - THIRD WARD SECOND PRECINCT","0302","Peter J. Volosin","VOLOSIN",966986100,1657377382,NA,1009437792,"06","Congressional","Democratic",3,3,0,NA,"302 - THIRD WARD SECOND PRECINCT",NA
"2588","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"302 - THIRD WARD SECOND PRECINCT","0302","Charlotte Ann Moore","MOORE",1289019044,1657377382,NA,1009437792,"06","Congressional","Democratic",3,4,0,NA,"302 - THIRD WARD SECOND PRECINCT",NA
"2589","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"303 - THIRD WARD THIRD PRECINCT","0303","Sergio A. Coppola II","COPPOLA",94914076,1657377382,NA,1009437792,"06","Congressional","Democratic",3,1,6,NA,"303 - THIRD WARD THIRD PRECINCT",NA
"2590","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"303 - THIRD WARD THIRD PRECINCT","0303","Jennifer Lynn Lewis","LEWIS",1251367175,1657377382,NA,1009437792,"06","Congressional","Democratic",3,2,20,NA,"303 - THIRD WARD THIRD PRECINCT",NA
"2591","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"303 - THIRD WARD THIRD PRECINCT","0303","Peter J. Volosin","VOLOSIN",966986100,1657377382,NA,1009437792,"06","Congressional","Democratic",3,3,13,NA,"303 - THIRD WARD THIRD PRECINCT",NA
"2592","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"303 - THIRD WARD THIRD PRECINCT","0303","Charlotte Ann Moore","MOORE",1289019044,1657377382,NA,1009437792,"06","Congressional","Democratic",3,4,9,NA,"303 - THIRD WARD THIRD PRECINCT",NA
"2593","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"304 - THIRD WARD FOURTH PRECINCT","0304","Sergio A. Coppola II","COPPOLA",94914076,1657377382,NA,1009437792,"06","Congressional","Democratic",3,1,4,NA,"304 - THIRD WARD FOURTH PRECINCT",NA
"2594","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"304 - THIRD WARD FOURTH PRECINCT","0304","Jennifer Lynn Lewis","LEWIS",1251367175,1657377382,NA,1009437792,"06","Congressional","Democratic",3,2,20,NA,"304 - THIRD WARD FOURTH PRECINCT",NA
"2595","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"304 - THIRD WARD FOURTH PRECINCT","0304","Peter J. Volosin","VOLOSIN",966986100,1657377382,NA,1009437792,"06","Congressional","Democratic",3,3,16,NA,"304 - THIRD WARD FOURTH PRECINCT",NA
"2596","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"304 - THIRD WARD FOURTH PRECINCT","0304","Charlotte Ann Moore","MOORE",1289019044,1657377382,NA,1009437792,"06","Congressional","Democratic",3,4,8,NA,"304 - THIRD WARD FOURTH PRECINCT",NA
"2597","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"305 - THIRD WARD FIFTH PRECINCT","0305","Sergio A. Coppola II","COPPOLA",94914076,1657377382,NA,1009437792,"06","Congressional","Democratic",3,1,8,NA,"305 - THIRD WARD FIFTH PRECINCT",NA
"2598","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"305 - THIRD WARD FIFTH PRECINCT","0305","Jennifer Lynn Lewis","LEWIS",1251367175,1657377382,NA,1009437792,"06","Congressional","Democratic",3,2,19,NA,"305 - THIRD WARD FIFTH PRECINCT",NA
"2599","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"305 - THIRD WARD FIFTH PRECINCT","0305","Peter J. Volosin","VOLOSIN",966986100,1657377382,NA,1009437792,"06","Congressional","Democratic",3,3,13,NA,"305 - THIRD WARD FIFTH PRECINCT",NA
"2600","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"305 - THIRD WARD FIFTH PRECINCT","0305","Charlotte Ann Moore","MOORE",1289019044,1657377382,NA,1009437792,"06","Congressional","Democratic",3,4,15,NA,"305 - THIRD WARD FIFTH PRECINCT",NA
"2601","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"401 - FOURTH WARD FIRST PRECINCT","0401","Sergio A. Coppola II","COPPOLA",94914076,1657377382,NA,1009437792,"06","Congressional","Democratic",3,1,11,NA,"401 - FOURTH WARD FIRST PRECINCT",NA
"2602","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"401 - FOURTH WARD FIRST PRECINCT","0401","Jennifer Lynn Lewis","LEWIS",1251367175,1657377382,NA,1009437792,"06","Congressional","Democratic",3,2,50,NA,"401 - FOURTH WARD FIRST PRECINCT",NA
"2603","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"401 - FOURTH WARD FIRST PRECINCT","0401","Peter J. Volosin","VOLOSIN",966986100,1657377382,NA,1009437792,"06","Congressional","Democratic",3,3,27,NA,"401 - FOURTH WARD FIRST PRECINCT",NA
"2604","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"401 - FOURTH WARD FIRST PRECINCT","0401","Charlotte Ann Moore","MOORE",1289019044,1657377382,NA,1009437792,"06","Congressional","Democratic",3,4,12,NA,"401 - FOURTH WARD FIRST PRECINCT",NA
"2605","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"402 - FOURTH WARD SECOND PRECINCT","0402","Sergio A. Coppola II","COPPOLA",94914076,1657377382,NA,1009437792,"06","Congressional","Democratic",3,1,3,NA,"402 - FOURTH WARD SECOND PRECINCT",NA
"2606","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"402 - FOURTH WARD SECOND PRECINCT","0402","Jennifer Lynn Lewis","LEWIS",1251367175,1657377382,NA,1009437792,"06","Congressional","Democratic",3,2,22,NA,"402 - FOURTH WARD SECOND PRECINCT",NA
"2607","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"402 - FOURTH WARD SECOND PRECINCT","0402","Peter J. Volosin","VOLOSIN",966986100,1657377382,NA,1009437792,"06","Congressional","Democratic",3,3,12,NA,"402 - FOURTH WARD SECOND PRECINCT",NA
"2608","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"402 - FOURTH WARD SECOND PRECINCT","0402","Charlotte Ann Moore","MOORE",1289019044,1657377382,NA,1009437792,"06","Congressional","Democratic",3,4,8,NA,"402 - FOURTH WARD SECOND PRECINCT",NA
"2609","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"403 - FOURTH WARD THIRD PRECINCT","0403","Sergio A. Coppola II","COPPOLA",94914076,1657377382,NA,1009437792,"06","Congressional","Democratic",3,1,7,NA,"403 - FOURTH WARD THIRD PRECINCT",NA
"2610","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"403 - FOURTH WARD THIRD PRECINCT","0403","Jennifer Lynn Lewis","LEWIS",1251367175,1657377382,NA,1009437792,"06","Congressional","Democratic",3,2,56,NA,"403 - FOURTH WARD THIRD PRECINCT",NA
"2611","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"403 - FOURTH WARD THIRD PRECINCT","0403","Peter J. Volosin","VOLOSIN",966986100,1657377382,NA,1009437792,"06","Congressional","Democratic",3,3,23,NA,"403 - FOURTH WARD THIRD PRECINCT",NA
"2612","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"403 - FOURTH WARD THIRD PRECINCT","0403","Charlotte Ann Moore","MOORE",1289019044,1657377382,NA,1009437792,"06","Congressional","Democratic",3,4,11,NA,"403 - FOURTH WARD THIRD PRECINCT",NA
"2613","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"404 - FOURTH WARD FOURTH PRECINCT","0404","Sergio A. Coppola II","COPPOLA",94914076,1657377382,NA,1009437792,"06","Congressional","Democratic",3,1,6,NA,"404 - FOURTH WARD FOURTH PRECINCT",NA
"2614","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"404 - FOURTH WARD FOURTH PRECINCT","0404","Jennifer Lynn Lewis","LEWIS",1251367175,1657377382,NA,1009437792,"06","Congressional","Democratic",3,2,39,NA,"404 - FOURTH WARD FOURTH PRECINCT",NA
"2615","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"404 - FOURTH WARD FOURTH PRECINCT","0404","Peter J. Volosin","VOLOSIN",966986100,1657377382,NA,1009437792,"06","Congressional","Democratic",3,3,67,NA,"404 - FOURTH WARD FOURTH PRECINCT",NA
"2616","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","LYNCHBURG CITY",680,"Member House of Representatives",NA,"404 - FOURTH WARD FOURTH PRECINCT","0404","Charlotte Ann Moore","MOORE",1289019044,1657377382,NA,1009437792,"06","Congressional","Democratic",3,4,27,NA,"404 - FOURTH WARD FOURTH PRECINCT",NA
"2617","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","ROANOKE CITY",770,"Member House of Representatives",NA,"## Provisional","###PROV","Sergio A. Coppola II","COPPOLA",94914076,1657377382,NA,1009437792,"06","Congressional","Democratic",3,1,NA,NA,"## Provisional",NA
