"","JurisdictionID","JurisContainerID","JurisName","EISCandidateID","CandidateName","EISContestID","ContestName","PrecinctName","Registration","EISPartyID","PartyName","VoteCount"
"1",7,0,"CALHOUN",0,"",0,"","BELLEVIEW PRECINCT",173,0,"REP-FED",44
"2",7,0,"CALHOUN",0,"",0,"","BELLEVIEW PRECINCT",173,0,"DEM-FED",44
"3",7,0,"CALHOUN",0,"",0,"","BELLEVIEW PRECINCT",173,0,"NONPARTISAN",44
"4",7,0,"CALHOUN",0,"",0,"","CRATER-CARLIN PCT.",493,0,"REP-FED",146
"5",7,0,"CALHOUN",0,"",0,"","CRATER-CARLIN PCT.",493,0,"DEM-FED",146
"6",7,0,"CALHOUN",0,"",0,"","CRATER-CARLIN PCT.",493,0,"NONPARTISAN",146
"7",7,0,"CALHOUN",0,"",0,"","HAMBURG PRECINCT",376,0,"REP-FED",95
"8",7,0,"CALHOUN",0,"",0,"","HAMBURG PRECINCT",376,0,"DEM-FED",95
"9",7,0,"CALHOUN",0,"",0,"","HAMBURG PRECINCT",376,0,"NONPARTISAN",95
"10",7,0,"CALHOUN",0,"",0,"","HARDIN PRECINCT",871,0,"REP-FED",218
"11",7,0,"CALHOUN",0,"",0,"","HARDIN PRECINCT",871,0,"DEM-FED",218
"12",7,0,"CALHOUN",0,"",0,"","HARDIN PRECINCT",871,0,"NONPARTISAN",218
"13",7,0,"CALHOUN",0,"",0,"","GILEAD PRECINCT",253,0,"REP-FED",51
"14",7,0,"CALHOUN",0,"",0,"","GILEAD PRECINCT",253,0,"DEM-FED",51
"15",7,0,"CALHOUN",0,"",0,"","GILEAD PRECINCT",253,0,"NONPARTISAN",51
"16",7,0,"CALHOUN",0,"",0,"","RICHWOODS PRECINCT",580,0,"REP-FED",139
"17",7,0,"CALHOUN",0,"",0,"","RICHWOODS PRECINCT",580,0,"DEM-FED",139
"18",7,0,"CALHOUN",0,"",0,"","RICHWOODS PRECINCT",580,0,"NONPARTISAN",139
"19",7,0,"CALHOUN",0,"",0,"","POINT PRECINCT",796,0,"REP-FED",212
"20",7,0,"CALHOUN",0,"",0,"","POINT PRECINCT",796,0,"DEM-FED",212
"21",7,0,"CALHOUN",0,"",0,"","POINT PRECINCT",796,0,"NONPARTISAN",212
"22",7,0,"CALHOUN",100,"BRUCE RAUNER",180,"GOVERNOR AND LIEUTENANT GOVERNOR","BELLEVIEW PRECINCT",173,12,"REPUBLICAN",9
"23",7,0,"CALHOUN",100,"BRUCE RAUNER",180,"GOVERNOR AND LIEUTENANT GOVERNOR","CRATER-CARLIN PCT.",493,12,"REPUBLICAN",25
"24",7,0,"CALHOUN",100,"BRUCE RAUNER",180,"GOVERNOR AND LIEUTENANT GOVERNOR","HAMBURG PRECINCT",376,12,"REPUBLICAN",18
"25",7,0,"CALHOUN",100,"BRUCE RAUNER",180,"GOVERNOR AND LIEUTENANT GOVERNOR","HARDIN PRECINCT",871,12,"REPUBLICAN",35
"26",7,0,"CALHOUN",100,"BRUCE RAUNER",180,"GOVERNOR AND LIEUTENANT GOVERNOR","GILEAD PRECINCT",253,12,"REPUBLICAN",12
"27",7,0,"CALHOUN",100,"BRUCE RAUNER",180,"GOVERNOR AND LIEUTENANT GOVERNOR","RICHWOODS PRECINCT",580,12,"REPUBLICAN",21
"28",7,0,"CALHOUN",100,"BRUCE RAUNER",180,"GOVERNOR AND LIEUTENANT GOVERNOR","POINT PRECINCT",796,12,"REPUBLICAN",42
"29",7,0,"CALHOUN",145,"ERIKA HAROLD",190,"ATTORNEY GENERAL","BELLEVIEW PRECINCT",173,12,"REPUBLICAN",15
"30",7,0,"CALHOUN",145,"ERIKA HAROLD",190,"ATTORNEY GENERAL","CRATER-CARLIN PCT.",493,12,"REPUBLICAN",21
"31",7,0,"CALHOUN",145,"ERIKA HAROLD",190,"ATTORNEY GENERAL","HAMBURG PRECINCT",376,12,"REPUBLICAN",13
"32",7,0,"CALHOUN",145,"ERIKA HAROLD",190,"ATTORNEY GENERAL","HARDIN PRECINCT",871,12,"REPUBLICAN",37
"33",7,0,"CALHOUN",145,"ERIKA HAROLD",190,"ATTORNEY GENERAL","GILEAD PRECINCT",253,12,"REPUBLICAN",14
"34",7,0,"CALHOUN",145,"ERIKA HAROLD",190,"ATTORNEY GENERAL","RICHWOODS PRECINCT",580,12,"REPUBLICAN",18
"35",7,0,"CALHOUN",145,"ERIKA HAROLD",190,"ATTORNEY GENERAL","POINT PRECINCT",796,12,"REPUBLICAN",42
"36",7,0,"CALHOUN",195,"JASON HELLAND",200,"SECRETARY OF STATE","BELLEVIEW PRECINCT",173,12,"REPUBLICAN",23
"37",7,0,"CALHOUN",195,"JASON HELLAND",200,"SECRETARY OF STATE","CRATER-CARLIN PCT.",493,12,"REPUBLICAN",42
"38",7,0,"CALHOUN",195,"JASON HELLAND",200,"SECRETARY OF STATE","HAMBURG PRECINCT",376,12,"REPUBLICAN",19
"39",7,0,"CALHOUN",195,"JASON HELLAND",200,"SECRETARY OF STATE","HARDIN PRECINCT",871,12,"REPUBLICAN",49
"40",7,0,"CALHOUN",195,"JASON HELLAND",200,"SECRETARY OF STATE","GILEAD PRECINCT",253,12,"REPUBLICAN",20
"41",7,0,"CALHOUN",195,"JASON HELLAND",200,"SECRETARY OF STATE","RICHWOODS PRECINCT",580,12,"REPUBLICAN",25
"42",7,0,"CALHOUN",195,"JASON HELLAND",200,"SECRETARY OF STATE","POINT PRECINCT",796,12,"REPUBLICAN",62
"43",7,0,"CALHOUN",210,"DARLENE SENGER",210,"COMPTROLLER","BELLEVIEW PRECINCT",173,12,"REPUBLICAN",23
