"","JurisdictionID","JurisContainerID","JurisName","EISCandidateID","CandidateName","EISContestID","ContestName","PrecinctName","Registration","EISPartyID","PartyName","VoteCount"
"1",9,0,"CASS",110,"JB PRITZKER",180,"GOVERNOR AND LIEUTENANT GOVERNOR","ARENZVILLE 11",549,11,"Democrat",17
"2",9,0,"CASS",110,"JB PRITZKER",180,"GOVERNOR AND LIEUTENANT GOVERNOR","ASHLAND 20",348,11,"Democrat",12
"3",9,0,"CASS",110,"JB PRITZKER",180,"GOVERNOR AND LIEUTENANT GOVERNOR","ASHLAND 21",549,11,"Democrat",17
"4",9,0,"CASS",110,"JB PRITZKER",180,"GOVERNOR AND LIEUTENANT GOVERNOR","BEARDSTOWN 1",344,11,"Democrat",8
"5",9,0,"CASS",110,"JB PRITZKER",180,"GOVERNOR AND LIEUTENANT GOVERNOR","BEARDSTOWN 2",541,11,"Democrat",23
"6",9,0,"CASS",110,"JB PRITZKER",180,"GOVERNOR AND LIEUTENANT GOVERNOR","BEARDSTOWN 3",250,11,"Democrat",15
"7",9,0,"CASS",110,"JB PRITZKER",180,"GOVERNOR AND LIEUTENANT GOVERNOR","BEARDSTOWN 4",339,11,"Democrat",24
"8",9,0,"CASS",110,"JB PRITZKER",180,"GOVERNOR AND LIEUTENANT GOVERNOR","BEARDSTOWN 5",256,11,"Democrat",14
"9",9,0,"CASS",110,"JB PRITZKER",180,"GOVERNOR AND LIEUTENANT GOVERNOR","BEARDSTOWN 6",403,11,"Democrat",29
"10",9,0,"CASS",110,"JB PRITZKER",180,"GOVERNOR AND LIEUTENANT GOVERNOR","BEARDSTOWN 7",765,11,"Democrat",44
"11",9,0,"CASS",110,"JB PRITZKER",180,"GOVERNOR AND LIEUTENANT GOVERNOR","BEARDSTOWN 8",310,11,"Democrat",14
"12",9,0,"CASS",110,"JB PRITZKER",180,"GOVERNOR AND LIEUTENANT GOVERNOR","BLUFF SPRINGS 10",654,11,"Democrat",43
"13",9,0,"CASS",110,"JB PRITZKER",180,"GOVERNOR AND LIEUTENANT GOVERNOR","CHANDLERVILLE 18",315,11,"Democrat",20
"14",9,0,"CASS",110,"JB PRITZKER",180,"GOVERNOR AND LIEUTENANT GOVERNOR","HAGENER 9",257,11,"Democrat",6
"15",9,0,"CASS",110,"JB PRITZKER",180,"GOVERNOR AND LIEUTENANT GOVERNOR","NEWMANSVILLE 19",47,11,"Democrat",4
"16",9,0,"CASS",110,"JB PRITZKER",180,"GOVERNOR AND LIEUTENANT GOVERNOR","PANTHER CREEK 17",232,11,"Democrat",20
"17",9,0,"CASS",110,"JB PRITZKER",180,"GOVERNOR AND LIEUTENANT GOVERNOR","PHILADELPHIA 16",162,11,"Democrat",10
"18",9,0,"CASS",110,"JB PRITZKER",180,"GOVERNOR AND LIEUTENANT GOVERNOR","SANGAMON VALLEY 12",245,11,"Democrat",9
"19",9,0,"CASS",110,"JB PRITZKER",180,"GOVERNOR AND LIEUTENANT GOVERNOR","VIRGINIA 13",361,11,"Democrat",18
