"","JurisdictionID","JurisContainerID","JurisName","EISCandidateID","CandidateName","EISContestID","ContestName","PrecinctName","Registration","EISPartyID","PartyName","VoteCount"
"1",15,0,"COLES",0,"",0,"","ASHMORE 1",878,0,"",416
"2",15,0,"COLES",0,"",0,"","CHARLESTON 1",544,0,"",128
"3",15,0,"COLES",0,"",0,"","CHARLESTON 2",865,0,"",257
"4",15,0,"COLES",0,"",0,"","CHARLESTON 3",783,0,"",201
"5",15,0,"COLES",0,"",0,"","CHARLESTON 4",667,0,"",192
"6",15,0,"COLES",0,"",0,"","CHARLESTON 5",654,0,"",264
"7",15,0,"COLES",0,"",0,"","CHARLESTON 6",846,0,"",163
"8",15,0,"COLES",0,"",0,"","CHARLESTON 8",986,0,"",339
"9",15,0,"COLES",0,"",0,"","CHARLESTON 10",600,0,"",267
"10",15,0,"COLES",0,"",0,"","CHARLESTON 11",743,0,"",317
"11",15,0,"COLES",0,"",0,"","CHARLESTON 12",828,0,"",234
"12",15,0,"COLES",0,"",0,"","CHARLESTON 13",822,0,"",362
"13",15,0,"COLES",0,"",0,"","CHARLESTON 14",186,0,"",19
"14",15,0,"COLES",0,"",0,"","CHARLESTON 15",234,0,"",99
"15",15,0,"COLES",0,"",0,"","CHARLESTON 16",201,0,"",24
"16",15,0,"COLES",0,"",0,"","CHARLESTON 17",131,0,"",27
"17",15,0,"COLES",0,"",0,"","CHARLESTON 18",941,0,"",348
"18",15,0,"COLES",0,"",0,"","CHARLESTON 19",829,0,"",344
"19",15,0,"COLES",0,"",0,"","EAST OAKLAND 1",886,0,"",414
"20",15,0,"COLES",0,"",0,"","HUMBOLDT 1",714,0,"",219
"21",15,0,"COLES",0,"",0,"","HUTTON 1",608,0,"",266
"22",15,0,"COLES",0,"",0,"","LAFAYETTE 1",835,0,"",242
"23",15,0,"COLES",0,"",0,"","LAFAYETTE 2",967,0,"",407
"24",15,0,"COLES",0,"",0,"","LAFAYETTE 3",649,0,"",128
"25",15,0,"COLES",0,"",0,"","LAFAYETTE 4",812,0,"",313
"26",15,0,"COLES",0,"",0,"","MATTOON 3",634,0,"",161
"27",15,0,"COLES",0,"",0,"","MATTOON 4",641,0,"",158
"28",15,0,"COLES",0,"",0,"","MATTOON 5",586,0,"",146
"29",15,0,"COLES",0,"",0,"","MATTOON 6",750,0,"",153
"30",15,0,"COLES",0,"",0,"","MATTOON 8",663,0,"",187
"31",15,0,"COLES",0,"",0,"","MATTOON 10",712,0,"",175
"32",15,0,"COLES",0,"",0,"","MATTOON 12",709,0,"",127
"33",15,0,"COLES",0,"",0,"","MATTOON 13",713,0,"",181
"34",15,0,"COLES",0,"",0,"","MATTOON 16",783,0,"",221
"35",15,0,"COLES",0,"",0,"","MATTOON 17",658,0,"",127
"36",15,0,"COLES",0,"",0,"","MATTOON 18",608,0,"",92
"37",15,0,"COLES",0,"",0,"","MATTOON 19",731,0,"",138
"38",15,0,"COLES",0,"",0,"","MATTOON 21",717,0,"",208
"39",15,0,"COLES",0,"",0,"","MATTOON 22",692,0,"",221
"40",15,0,"COLES",0,"",0,"","MORGAN 1",220,0,"",92
"41",15,0,"COLES",0,"",0,"","NORTH OKAW 1",519,0,"",200
"42",15,0,"COLES",0,"",0,"","PARADISE 1",814,0,"",212
"43",15,0,"COLES",0,"",0,"","PLEASANT GROVE 1",929,0,"",369
"44",15,0,"COLES",0,"",0,"","SEVEN HICKORY 1",227,0,"",80
"45",15,0,"COLES",50001,"WRITE-IN",190,"ATTORNEY GENERAL","ASHMORE 1",878,11,"DEMOCRATIC",0
"46",15,0,"COLES",50001,"WRITE-IN",190,"ATTORNEY GENERAL","CHARLESTON 1",544,11,"DEMOCRATIC",0
"47",15,0,"COLES",50001,"WRITE-IN",190,"ATTORNEY GENERAL","CHARLESTON 2",865,11,"DEMOCRATIC",1
"48",15,0,"COLES",50001,"WRITE-IN",190,"ATTORNEY GENERAL","CHARLESTON 3",783,11,"DEMOCRATIC",0
"49",15,0,"COLES",50001,"WRITE-IN",190,"ATTORNEY GENERAL","CHARLESTON 4",667,11,"DEMOCRATIC",0
"50",15,0,"COLES",50001,"WRITE-IN",190,"ATTORNEY GENERAL","CHARLESTON 5",654,11,"DEMOCRATIC",0
"51",15,0,"COLES",50001,"WRITE-IN",190,"ATTORNEY GENERAL","CHARLESTON 6",846,11,"DEMOCRATIC",0
"52",15,0,"COLES",50001,"WRITE-IN",190,"ATTORNEY GENERAL","CHARLESTON 8",986,11,"DEMOCRATIC",0
"53",15,0,"COLES",50001,"WRITE-IN",190,"ATTORNEY GENERAL","CHARLESTON 10",600,11,"DEMOCRATIC",1
"54",15,0,"COLES",50001,"WRITE-IN",190,"ATTORNEY GENERAL","CHARLESTON 11",743,11,"DEMOCRATIC",0
"55",15,0,"COLES",50001,"WRITE-IN",190,"ATTORNEY GENERAL","CHARLESTON 12",828,11,"DEMOCRATIC",0
"56",15,0,"COLES",50001,"WRITE-IN",190,"ATTORNEY GENERAL","CHARLESTON 13",822,11,"DEMOCRATIC",0
"57",15,0,"COLES",50001,"WRITE-IN",190,"ATTORNEY GENERAL","CHARLESTON 14",186,11,"DEMOCRATIC",0
"58",15,0,"COLES",50001,"WRITE-IN",190,"ATTORNEY GENERAL","CHARLESTON 15",234,11,"DEMOCRATIC",0
"59",15,0,"COLES",50001,"WRITE-IN",190,"ATTORNEY GENERAL","CHARLESTON 16",201,11,"DEMOCRATIC",0
"60",15,0,"COLES",50001,"WRITE-IN",190,"ATTORNEY GENERAL","CHARLESTON 17",131,11,"DEMOCRATIC",0
"61",15,0,"COLES",50001,"WRITE-IN",190,"ATTORNEY GENERAL","CHARLESTON 18",941,11,"DEMOCRATIC",0
"62",15,0,"COLES",50001,"WRITE-IN",190,"ATTORNEY GENERAL","CHARLESTON 19",829,11,"DEMOCRATIC",0
"63",15,0,"COLES",50001,"WRITE-IN",190,"ATTORNEY GENERAL","EAST OAKLAND 1",886,11,"DEMOCRATIC",0
"64",15,0,"COLES",50001,"WRITE-IN",190,"ATTORNEY GENERAL","HUMBOLDT 1",714,11,"DEMOCRATIC",0
"65",15,0,"COLES",50001,"WRITE-IN",190,"ATTORNEY GENERAL","HUTTON 1",608,11,"DEMOCRATIC",0
"66",15,0,"COLES",50001,"WRITE-IN",190,"ATTORNEY GENERAL","LAFAYETTE 1",835,11,"DEMOCRATIC",0
"67",15,0,"COLES",50001,"WRITE-IN",190,"ATTORNEY GENERAL","LAFAYETTE 2",967,11,"DEMOCRATIC",0
"68",15,0,"COLES",50001,"WRITE-IN",190,"ATTORNEY GENERAL","LAFAYETTE 3",649,11,"DEMOCRATIC",0
"69",15,0,"COLES",50001,"WRITE-IN",190,"ATTORNEY GENERAL","LAFAYETTE 4",812,11,"DEMOCRATIC",0
"70",15,0,"COLES",50001,"WRITE-IN",190,"ATTORNEY GENERAL","MATTOON 3",634,11,"DEMOCRATIC",0
"71",15,0,"COLES",50001,"WRITE-IN",190,"ATTORNEY GENERAL","MATTOON 4",641,11,"DEMOCRATIC",0
"72",15,0,"COLES",50001,"WRITE-IN",190,"ATTORNEY GENERAL","MATTOON 5",586,11,"DEMOCRATIC",0
"73",15,0,"COLES",50001,"WRITE-IN",190,"ATTORNEY GENERAL","MATTOON 6",750,11,"DEMOCRATIC",0
"74",15,0,"COLES",50001,"WRITE-IN",190,"ATTORNEY GENERAL","MATTOON 8",663,11,"DEMOCRATIC",0
"75",15,0,"COLES",50001,"WRITE-IN",190,"ATTORNEY GENERAL","MATTOON 10",712,11,"DEMOCRATIC",0
"76",15,0,"COLES",50001,"WRITE-IN",190,"ATTORNEY GENERAL","MATTOON 12",709,11,"DEMOCRATIC",0
"77",15,0,"COLES",50001,"WRITE-IN",190,"ATTORNEY GENERAL","MATTOON 13",713,11,"DEMOCRATIC",0
"78",15,0,"COLES",50001,"WRITE-IN",190,"ATTORNEY GENERAL","MATTOON 16",783,11,"DEMOCRATIC",0
"79",15,0,"COLES",50001,"WRITE-IN",190,"ATTORNEY GENERAL","MATTOON 17",658,11,"DEMOCRATIC",0
"80",15,0,"COLES",50001,"WRITE-IN",190,"ATTORNEY GENERAL","MATTOON 18",608,11,"DEMOCRATIC",0
"81",15,0,"COLES",50001,"WRITE-IN",190,"ATTORNEY GENERAL","MATTOON 19",731,11,"DEMOCRATIC",0
"82",15,0,"COLES",50001,"WRITE-IN",190,"ATTORNEY GENERAL","MATTOON 21",717,11,"DEMOCRATIC",0
"83",15,0,"COLES",50001,"WRITE-IN",190,"ATTORNEY GENERAL","MATTOON 22",692,11,"DEMOCRATIC",0
"84",15,0,"COLES",50001,"WRITE-IN",190,"ATTORNEY GENERAL","MORGAN 1",220,11,"DEMOCRATIC",0
"85",15,0,"COLES",50001,"WRITE-IN",190,"ATTORNEY GENERAL","NORTH OKAW 1",519,11,"DEMOCRATIC",0
"86",15,0,"COLES",50001,"WRITE-IN",190,"ATTORNEY GENERAL","PARADISE 1",814,11,"DEMOCRATIC",0
"87",15,0,"COLES",50001,"WRITE-IN",190,"ATTORNEY GENERAL","PLEASANT GROVE 1",929,11,"DEMOCRATIC",0
"88",15,0,"COLES",50001,"WRITE-IN",190,"ATTORNEY GENERAL","SEVEN HICKORY 1",227,11,"DEMOCRATIC",0
"89",15,0,"COLES",50000,"WRITE-IN",4020,"4TH APPELLATE - APPLETON VACANCY","ASHMORE 1",878,12,"REPUBLICAN",24
