ContestID,ContestName,PartyCode,AreaType,AreaNum,OfficeSeqNo,BallotOrder,CandidateID,CandidateName,CurrentDateTime,VoteFor,CandidateVotes,CandidatePercentage,PrecinctsReporting
100036374,"US Representative, District 1 - Independent Party","IND","","US Congressional District 1",5,,9901,"Write-in",6/11/2018 12:01:13 PM,1,125,1,210/243
100036375,"US Representative, District 1 - Democrat","DEM","","US Congressional District 1",1,,9901,"Write-in",6/11/2018 12:01:13 PM,1,68,0.0135972805438912,210/243
100036375,"US Representative, District 1 - Democrat","DEM","","US Congressional District 1",1,,100060592,"Ricky Barajas",6/11/2018 12:01:13 PM,1,282,0.0563887222555489,210/243
100036375,"US Representative, District 1 - Democrat","DEM","","US Congressional District 1",1,,100060593,"Michael E Stansfield",6/11/2018 12:01:13 PM,1,413,0.0825834833033393,210/243
100036375,"US Representative, District 1 - Democrat","DEM","","US Congressional District 1",1,,300024797,"Suzanne Bonamici",6/11/2018 12:01:13 PM,1,4238,0.847430513897221,210/243
100036376,"US Representative, District 1 - Republican","REP","","US Congressional District 1",9,,9901,"Write-in",6/11/2018 12:01:13 PM,1,38,0.0112326337570204,210/243
100036376,"US Representative, District 1 - Republican","REP","","US Congressional District 1",9,,100061544,"Preston L Miller",6/11/2018 12:01:13 PM,1,383,0.113213124445758,210/243
100036376,"US Representative, District 1 - Republican","REP","","US Congressional District 1",9,,100061545,"John Verbeek",6/11/2018 12:01:13 PM,1,1573,0.464971918415607,210/243
100036376,"US Representative, District 1 - Republican","REP","","US Congressional District 1",9,,100061566,"George Griffith",6/11/2018 12:01:13 PM,1,1389,0.410582323381614,210/243
100036389,"Governor - Independent Party","IND","","Statewide Partisan",4,,9901,"Write-in",6/11/2018 12:01:13 PM,1,180,0.520231213872832,1302/1335
100036389,"Governor - Independent Party","IND","","Statewide Partisan",4,,100061547,"Dan (Mr P) Pistoresi",6/11/2018 12:01:13 PM,1,27,0.0780346820809249,1302/1335
100036389,"Governor - Independent Party","IND","","Statewide Partisan",4,,100061846,"Skye J Allen",6/11/2018 12:01:13 PM,1,47,0.135838150289017,1302/1335
100036389,"Governor - Independent Party","IND","","Statewide Partisan",4,,100061848,"Patrick Starnes",6/11/2018 12:01:13 PM,1,92,0.265895953757225,1302/1335
100036390,"Governor - Democrat","DEM","","Statewide Partisan",2,,9901,"Write-in",6/11/2018 12:01:13 PM,1,190,0.0376312141018023,1302/1335
100036390,"Governor - Democrat","DEM","","Statewide Partisan",2,,100060704,"Candace Neville",6/11/2018 12:01:13 PM,1,596,0.118043176866706,1302/1335
100036390,"Governor - Democrat","DEM","","Statewide Partisan",2,,100061152,"Ed Jones",6/11/2018 12:01:13 PM,1,909,0.180035650623886,1302/1335
100036390,"Governor - Democrat","DEM","","Statewide Partisan",2,,300027544,"Kate Brown",6/11/2018 12:01:13 PM,1,3354,0.664289958407606,1302/1335
100036391,"Governor - Republican","REP","","Statewide Partisan",3,,9901,"Write-in",6/11/2018 12:01:13 PM,1,22,0.00514018691588785,1302/1335
100036391,"Governor - Republican","REP","","Statewide Partisan",3,,100060615,"Keenan W Bohach",6/11/2018 12:01:13 PM,1,9,0.00210280373831776,1302/1335
100036391,"Governor - Republican","REP","","Statewide Partisan",3,,100060616,"Knute Buehler",6/11/2018 12:01:13 PM,1,1568,0.366355140186916,1302/1335
100036391,"Governor - Republican","REP","","Statewide Partisan",3,,100060617,"Sam Carpenter",6/11/2018 12:01:13 PM,1,1625,0.379672897196262,1302/1335
