ContestID,ContestName,PartyCode,AreaType,AreaNum,OfficeSeqNo,BallotOrder,CandidateID,CandidateName,CurrentDateTime,VoteFor,CandidateVotes,CandidatePercentage,PrecinctsReporting
100001867,"9-115 City of Bend Five-year operating levy for fire and emergency medical services.","","","City of Bend",37,,1,"Yes",6/11/2018 12:01:19 PM,1,16330,0.782800441014333,20/20
100001867,"9-115 City of Bend Five-year operating levy for fire and emergency medical services.","","","City of Bend",37,,2,"No",6/11/2018 12:01:19 PM,1,4531,0.217199558985667,20/20
100001868,"9-116 Deschutes County Rural Fire Protection District 2 Five-year operating levy for fire and emergency medical services.","","","Deschutes County Rural Fire Protection District 2",42,,1,"Yes",6/11/2018 12:01:19 PM,1,4541,0.753943217665615,13/13
100001868,"9-116 Deschutes County Rural Fire Protection District 2 Five-year operating levy for fire and emergency medical services.","","","Deschutes County Rural Fire Protection District 2",42,,2,"No",6/11/2018 12:01:19 PM,1,1482,0.246056782334385,13/13
100001869,"9-117 La Pine Rural Fire Protection District Renews for 5 years Operations Levy for the Fire District.","","","La Pine Rural Fire Protection District",40,,1,"Yes",6/11/2018 12:01:19 PM,1,3267,0.877046979865772,8/8
100001869,"9-117 La Pine Rural Fire Protection District Renews for 5 years Operations Levy for the Fire District.","","","La Pine Rural Fire Protection District",40,,2,"No",6/11/2018 12:01:19 PM,1,458,0.122953020134228,8/8
100001870,"9-118 City of Bend Amends Charter to provide for a directly elected mayor.","","","City of Bend",38,,1,"Yes",6/11/2018 12:01:19 PM,1,14908,0.734891057872424,20/20
100001870,"9-118 City of Bend Amends Charter to provide for a directly elected mayor.","","","City of Bend",38,,2,"No",6/11/2018 12:01:19 PM,1,5378,0.265108942127576,20/20
100001871,"9-119 City of Bend Amends Charter to remove council member pay from charter.","","","City of Bend",39,,1,"Yes",6/11/2018 12:01:19 PM,1,10671,0.539402517312844,20/20
100001871,"9-119 City of Bend Amends Charter to remove council member pay from charter.","","","City of Bend",39,,2,"No",6/11/2018 12:01:19 PM,1,9112,0.460597482687156,20/20
100001872,"9-120 Sisters Park & Recreation District Five-year local option levy for improving recreation programs and facilities.","","","Sisters Park & Recreation District",43,,1,"Yes",6/11/2018 12:01:19 PM,1,1821,0.57626582278481,4/4
100001872,"9-120 Sisters Park & Recreation District Five-year local option levy for improving recreation programs and facilities.","","","Sisters Park & Recreation District",43,,2,"No",6/11/2018 12:01:19 PM,1,1339,0.42373417721519,4/4
100001880,"9-121 Sisters School District 6 Renew local option levy for school operations, five-year term","","","Sisters School District 6",41,,1,"Yes",6/11/2018 12:01:19 PM,1,2372,0.679266895761741,7/7
100001880,"9-121 Sisters School District 6 Renew local option levy for school operations, five-year term","","","Sisters School District 6",41,,2,"No",6/11/2018 12:01:19 PM,1,1120,0.320733104238259,7/7
100036377,"US Representative, District 2 - Independent Party","IND","","US Congressional District 2",2,,9901,"Write-in",6/11/2018 12:01:19 PM,1,472,0.361963190184049,381/381
100036377,"US Representative, District 2 - Independent Party","IND","","US Congressional District 2",2,,100060602,"Mark R Roberts",6/11/2018 12:01:19 PM,1,832,0.638036809815951,381/381
100036378,"US Representative, District 2 - Democrat","DEM","","US Congressional District 2",1,,9901,"Write-in",6/11/2018 12:01:19 PM,1,194,0.0121729309154797,381/381
100036378,"US Representative, District 2 - Democrat","DEM","","US Congressional District 2",1,,100060594,"Eric Burnette",6/11/2018 12:01:19 PM,1,419,0.0262910208947732,381/381
100036378,"US Representative, District 2 - Democrat","DEM","","US Congressional District 2",1,,100060595,"Michael Byrne",6/11/2018 12:01:19 PM,1,395,0.0247850912969819,381/381
100036378,"US Representative, District 2 - Democrat","DEM","","US Congressional District 2",1,,100060596,"James (Jim) Crary",6/11/2018 12:01:19 PM,1,1339,0.0840183221434398,381/381
