ContestID,ContestName,PartyCode,AreaType,AreaNum,OfficeSeqNo,BallotOrder,CandidateID,CandidateName,CurrentDateTime,VoteFor,CandidateVotes,CandidatePercentage,PrecinctsReporting
100001879,"26-197 CITY OF PORTLAND Renew Portland Children's Levy for five years.","","","CITY OF PORTLAND",110,,1,"Yes",6/11/2018 12:02:06 PM,1,105609,0.828825929995291,92/92
100001879,"26-197 CITY OF PORTLAND Renew Portland Children's Levy for five years.","","","CITY OF PORTLAND",110,,2,"No",6/11/2018 12:02:06 PM,1,21811,0.171174070004709,92/92
100001886,"34-284 Beaverton School District #48JT Levy Renewal to Protect Beaverton Schools Teachers and Class Sizes","","","BEAVERTON SCHOOL    DIST #48JT",111,,1,"Yes",6/11/2018 12:02:06 PM,1,65,0.670103092783505,71/71
100001886,"34-284 Beaverton School District #48JT Levy Renewal to Protect Beaverton Schools Teachers and Class Sizes","","","BEAVERTON SCHOOL    DIST #48JT",111,,2,"No",6/11/2018 12:02:06 PM,1,32,0.329896907216495,71/71
100036374,"US Representative, District 1 - Independent Party","IND","","US Congressional District 1",5,,9901,"Write-in",6/11/2018 12:02:06 PM,1,50,1,210/243
100036375,"US Representative, District 1 - Democrat","DEM","","US Congressional District 1",1,,9901,"Write-in",6/11/2018 12:02:06 PM,1,20,0.00219058050383352,210/243
100036375,"US Representative, District 1 - Democrat","DEM","","US Congressional District 1",1,,100060592,"Ricky Barajas",6/11/2018 12:02:06 PM,1,171,0.0187294633077766,210/243
100036375,"US Representative, District 1 - Democrat","DEM","","US Congressional District 1",1,,100060593,"Michael E Stansfield",6/11/2018 12:02:06 PM,1,157,0.0171960569550931,210/243
100036375,"US Representative, District 1 - Democrat","DEM","","US Congressional District 1",1,,300024797,"Suzanne Bonamici",6/11/2018 12:02:06 PM,1,8782,0.961883899233297,210/243
100036376,"US Representative, District 1 - Republican","REP","","US Congressional District 1",9,,9901,"Write-in",6/11/2018 12:02:06 PM,1,27,0.0194244604316547,210/243
100036376,"US Representative, District 1 - Republican","REP","","US Congressional District 1",9,,100061544,"Preston L Miller",6/11/2018 12:02:06 PM,1,87,0.062589928057554,210/243
100036376,"US Representative, District 1 - Republican","REP","","US Congressional District 1",9,,100061545,"John Verbeek",6/11/2018 12:02:06 PM,1,612,0.440287769784173,210/243
100036376,"US Representative, District 1 - Republican","REP","","US Congressional District 1",9,,100061566,"George Griffith",6/11/2018 12:02:06 PM,1,664,0.477697841726619,210/243
100036380,"US Representative, District 3 - Independent Party","IND","","US Congressional District 3",22,,9901,"Write-in",6/11/2018 12:02:06 PM,1,467,0.249066666666667,138/138
100036380,"US Representative, District 3 - Independent Party","IND","","US Congressional District 3",22,,100060605,"Marc W Koller",6/11/2018 12:02:06 PM,1,800,0.426666666666667,138/138
100036380,"US Representative, District 3 - Independent Party","IND","","US Congressional District 3",22,,100061845,"David W Walker",6/11/2018 12:02:06 PM,1,608,0.324266666666667,138/138
100036381,"US Representative, District 3 - Democrat","DEM","","US Congressional District 3",1,,9901,"Write-in",6/11/2018 12:02:06 PM,1,254,0.00273141775636614,138/138
100036381,"US Representative, District 3 - Democrat","DEM","","US Congressional District 3",1,,100060603,"Charles Rand Barnett",6/11/2018 12:02:06 PM,1,1355,0.0145711459050241,138/138
100036381,"US Representative, District 3 - Democrat","DEM","","US Congressional District 3",1,,100060604,"Ben Lavine",6/11/2018 12:02:06 PM,1,5400,0.0580695113558156,138/138
100036381,"US Representative, District 3 - Democrat","DEM","","US Congressional District 3",1,,100061495,"Eric Hafner",6/11/2018 12:02:06 PM,1,1158,0.0124526841018582,138/138
100036381,"US Representative, District 3 - Democrat","DEM","","US Congressional District 3",1,,300024803,"Earl Blumenauer",6/11/2018 12:02:06 PM,1,84825,0.912175240880936,138/138
100036382,"US Representative, District 3 - Republican","REP","","US Congressional District 3",42,,9901,"Write-in",6/11/2018 12:02:06 PM,1,981,1,138/138
100036386,"US Representative, District 5 - Independent Party","IND","","US Congressional District 5",5,,9901,"Write-in",6/11/2018 12:02:06 PM,1,6,1,293/293
100036387,"US Representative, District 5 - Democrat","DEM","","US Congressional District 5",1,,9901,"Write-in",6/11/2018 12:02:06 PM,1,4,0.00405268490374873,293/293
100036387,"US Representative, District 5 - Democrat","DEM","","US Congressional District 5",1,,100061496,"Peter Wright",6/11/2018 12:02:06 PM,1,107,0.108409321175279,293/293
100036387,"US Representative, District 5 - Democrat","DEM","","US Congressional District 5",1,,300025018,"Kurt Schrader",6/11/2018 12:02:06 PM,1,876,0.887537993920973,293/293
100036388,"US Representative, District 5 - Republican","REP","","US Congressional District 5",9,,9901,"Write-in",6/11/2018 12:02:06 PM,1,7,0.0231023102310231,293/293
100036388,"US Representative, District 5 - Republican","REP","","US Congressional District 5",9,,100060612,"Mark Callahan",6/11/2018 12:02:06 PM,1,193,0.636963696369637,293/293
100036388,"US Representative, District 5 - Republican","REP","","US Congressional District 5",9,,100060613,"Joey Nations",6/11/2018 12:02:06 PM,1,50,0.165016501650165,293/293
100036388,"US Representative, District 5 - Republican","REP","","US Congressional District 5",9,,100060614,"Robert L Reynolds",6/11/2018 12:02:06 PM,1,53,0.174917491749175,293/293
100036389,"Governor - Independent Party","IND","","Statewide Partisan",4,,9901,"Write-in",6/11/2018 12:02:06 PM,1,1333,0.501127819548872,1302/1335
100036389,"Governor - Independent Party","IND","","Statewide Partisan",4,,100061547,"Dan (Mr P) Pistoresi",6/11/2018 12:02:06 PM,1,191,0.0718045112781955,1302/1335
100036389,"Governor - Independent Party","IND","","Statewide Partisan",4,,100061846,"Skye J Allen",6/11/2018 12:02:06 PM,1,332,0.124812030075188,1302/1335
100036389,"Governor - Independent Party","IND","","Statewide Partisan",4,,100061848,"Patrick Starnes",6/11/2018 12:02:06 PM,1,804,0.302255639097744,1302/1335
100036390,"Governor - Democrat","DEM","","Statewide Partisan",2,,9901,"Write-in",6/11/2018 12:02:06 PM,1,1283,0.0124045247993812,1302/1335
100036390,"Governor - Democrat","DEM","","Statewide Partisan",2,,100060704,"Candace Neville",6/11/2018 12:02:06 PM,1,5084,0.0491540172097071,1302/1335
100036390,"Governor - Democrat","DEM","","Statewide Partisan",2,,100061152,"Ed Jones",6/11/2018 12:02:06 PM,1,4232,0.0409165619259403,1302/1335
100036390,"Governor - Democrat","DEM","","Statewide Partisan",2,,300027544,"Kate Brown",6/11/2018 12:02:06 PM,1,92831,0.897524896064971,1302/1335
100036391,"Governor - Republican","REP","","Statewide Partisan",3,,9901,"Write-in",6/11/2018 12:02:06 PM,1,235,0.010499977659622,1302/1335
100036391,"Governor - Republican","REP","","Statewide Partisan",3,,100060615,"Keenan W Bohach",6/11/2018 12:02:06 PM,1,65,0.00290424913989545,1302/1335
100036391,"Governor - Republican","REP","","Statewide Partisan",3,,100060616,"Knute Buehler",6/11/2018 12:02:06 PM,1,11997,0.536035029712703,1302/1335
100036391,"Governor - Republican","REP","","Statewide Partisan",3,,100060617,"Sam Carpenter",6/11/2018 12:02:06 PM,1,4709,0.210401679996426,1302/1335
100036391,"Governor - Republican","REP","","Statewide Partisan",3,,100060618,"Bruce Cuff",6/11/2018 12:02:06 PM,1,230,0.01027657387963,1302/1335
100036391,"Governor - Republican","REP","","Statewide Partisan",3,,100060619,"Jonathan I Edwards III",6/11/2018 12:02:06 PM,1,89,0.00397658728385684,1302/1335
100036391,"Governor - Republican","REP","","Statewide Partisan",3,,100060620,"Jeff Smith",6/11/2018 12:02:06 PM,1,436,0.0194808096152987,1302/1335
100036391,"Governor - Republican","REP","","Statewide Partisan",3,,100060621,"Jack W Tacy",6/11/2018 12:02:06 PM,1,31,0.00138510343595014,1302/1335
100036391,"Governor - Republican","REP","","Statewide Partisan",3,,100060705,"Greg C Wooldridge",6/11/2018 12:02:06 PM,1,4299,0.192082570037085,1302/1335
100036391,"Governor - Republican","REP","","Statewide Partisan",3,,100061153,"David W Stauffer",6/11/2018 12:02:06 PM,1,226,0.0100978508556365,1302/1335
100036391,"Governor - Republican","REP","","Statewide Partisan",3,,100061849,"Brett Hyland",6/11/2018 12:02:06 PM,1,64,0.00285956838389706,1302/1335
100036419,"State Senator, 16th District - Independent Party","IND","","SD 16",7,,9901,"Write-in",6/11/2018 12:02:06 PM,1,6,1,70/103
100036420,"State Senator, 16th District - Democrat","DEM","","SD 16",3,,9901,"Write-in",6/11/2018 12:02:06 PM,1,30,0.0544464609800363,70/103
100036420,"State Senator, 16th District - Democrat","DEM","","SD 16",3,,300025032,"Betsy Johnson",6/11/2018 12:02:06 PM,1,521,0.945553539019964,70/103
100036421,"State Senator, 16th District - Republican","REP","","SD 16",11,,9901,"Write-in",6/11/2018 12:02:06 PM,1,36,1,70/103
